xt,yt,xf,yf
0.0,1.3163795671387461e-05,0.0,(-0.0014185205406228518+0j)
5e-06,0.0314188856208547,16.668055671305943,(0.00268561639451791+0.0029106887405909894j)
1e-05,0.06286948299557052,33.336111342611886,(-0.0006847264210787856-0.0031636219829123124j)
1.5e-05,0.0942759030316191,50.00416701391783,(-0.004735737797983756+0.004053935076151621j)
2e-05,0.12563952036199147,66.67222268522377,(0.005290950707508954-0.005022657761413807j)
2.5e-05,0.15709229197746963,83.34027835652972,(0.0019882426918275647+0.004336064235074516j)
3e-05,0.18817543993392324,100.00833402783566,(-0.010376201941566927-0.002236023962646834j)
3.5e-05,0.2188014786754647,116.6763896991416,(0.00833185525583673-0.0018552052017361833j)
4e-05,0.2493286439089502,133.34444537044754,(0.0004924445970066842+0.004457180290867155j)
4.5e-05,0.27963200268424404,150.0125010417535,(-0.005775366248437263-0.002383659409740617j)
5e-05,0.31002398410006216,166.68055671305945,(0.005796849536186494-0.0012917697644825102j)
5.5e-05,0.33981950161494856,183.34861238436537,(-0.0026940846265088502+0.00025961586376028914j)
6e-05,0.36906959422284674,200.01666805567132,(-0.000972716191830863+0.0023562460615615733j)
6.5e-05,0.398262706287154,216.68472372697727,(0.0016850557487248182-0.001672821301273364j)
7e-05,0.42683118030761036,233.3527793982832,(5.438045714553728e-05+0.0013740007858227643j)
7.5e-05,0.4550600574036357,250.02083506958914,(0.003439240739733386-0.003136413133644003j)
8e-05,0.48278205213077297,266.6888907408951,(-0.009046178430462695+0.0050403929661468365j)
8.5e-05,0.5102581590420763,283.356946412201,(0.006770668143637972-0.006784801474010055j)
9e-05,0.5367733565962827,300.025002083507,(0.0024149405203892395+0.007267881253110207j)
9.5e-05,0.5632239344353762,316.6930577548129,(-0.01126282152898048-0.006844345833208731j)
0.0001,0.5888422881188423,333.3611134261189,(0.011119969683685577+0.005732736112501044j)
0.000105,0.6138013288330778,350.0291690974248,(-0.003028580271881207-0.0028335356673539524j)
0.00011,0.6382631442620907,366.69722476873073,(-0.001492943133199561-0.001957371368815076j)
0.000115,0.6621084103727441,383.3652804400367,(0.0028721499708694036+0.002806938044697712j)
0.00012,0.6854725586321407,400.03333611134263,(-0.006124251403773432-0.00025606252336067396j)
0.000125,0.7077038062194797,416.70139178264856,(0.0059668519457774715-0.001184500076247588j)
0.00013,0.7295922612926506,433.36944745395454,(-0.0038362355391473755-0.00018032398022499452j)
0.000135,0.7506209944550878,450.03750312526046,(0.0038029437462875865+0.002360467464888494j)
0.00014,0.7709988213283943,466.7055587965664,(-0.0026015260460322846-0.0021571115032832378j)
0.000145,0.7905065504163036,483.37361446787236,(-0.001226373842929469-0.0015716425408102142j)
0.00015,0.809121213616126,500.0416701391783,(0.005204925184547629+0.004327205109184981j)
0.000155,0.8271187205141929,516.7097258104842,(-0.005485072085163955-0.003340192093648297j)
0.00016,0.8443580123295077,533.3777814817902,(0.0023409887598334405+0.0004815001940151418j)
0.000165,0.8605215106301668,550.0458371530962,(0.0011307658982265645-0.0030669765996543014j)
0.00017,0.8762643510336655,566.713892824402,(-0.0012103193071392462+0.007936267787731932j)
0.000175,0.8907162465338987,583.381948495708,(-0.004339464420390246-0.007560327865506977j)
0.00018,0.9046117421843388,600.050004167014,(0.010078018631333724+0.00199888424695871j)
0.000185,0.9172377337004552,616.7180598383198,(-0.010457794893128466+0.0005061542951541043j)
0.00019,0.9293920094630861,633.3861155096258,(0.002794673306067021+0.0008030057198284979j)
0.000195,0.9404483126174024,650.0541711809318,(0.0067551503745859505-0.002457208991139474j)
0.0002,0.9502639170591932,666.7222268522378,(-0.007091814802158271-0.0005199641844972906j)
