xt,yt,xf,yf
0.0,0.0,0.0,(-7.845170736496921e-07+0j)
5e-06,0.03141075907812829,16.668055671305943,(-7.847341269863828e-07-1.6638421652159407e-06j)
1e-05,0.06279051952931337,33.336111342611886,(-7.853846186054109e-07-3.3332184080601956e-06j)
1.5e-05,0.09410831331851431,50.00416701391783,(-7.864718528775329e-07-5.0137095062019466e-06j)
2e-05,0.12533323356430426,66.67222268522377,(-7.879982518561377e-07-6.710988525338024e-06j)
2.5e-05,0.15643446504023087,83.34027835652972,(-7.89970511851177e-07-8.43086935245485e-06j)
3e-05,0.1873813145857246,100.00833402783566,(-7.923933481812856e-07-1.0179357018896135e-05j)
3.5e-05,0.2181432413965425,116.6763896991416,(-7.952765052963e-07-1.196270256620758e-05j)
4e-05,0.2486898871648548,133.34444537044754,(-7.986290386646111e-07-1.3787457224769195e-05j)
4.5e-05,0.2789911060392293,150.0125010417535,(-8.024627957936639e-07-1.5660538146429233e-05j)
5e-05,0.3090169943749474,166.68055671305945,(-8.067910281668598e-07-1.7589295005263826e-05j)
5.5e-05,0.33873792024529137,183.34861238436537,(-8.116294868822193e-07-1.9581585717461404e-05j)
6e-05,0.3681245526846779,200.01666805567132,(-8.169949564393449e-07-2.1645862124965357e-05j)
6.5e-05,0.3971478906347805,216.68472372697727,(-8.229079846631141e-07-2.379126440390303e-05j)
7e-05,0.4257792915650726,233.3527793982832,(-8.293901742306278e-07-2.602773003116893e-05j)
7.5e-05,0.45399049973954675,250.02083506958914,(-8.364667039722682e-07-2.836611622765177e-05j)
8e-05,0.4817536741017153,266.6888907408951,(-8.441651756045495e-07-3.081834267466854e-05j)
8.5e-05,0.5090414157503713,283.356946412201,(-8.525166036246212e-07-3.3397553032975025e-05j)
9e-05,0.5358267949789967,300.025002083507,(-8.615556510734984e-07-3.6118307254435994e-05j)
9.5e-05,0.5620833778521306,316.6930577548129,(-8.713205081192448e-07-3.899679803938489e-05j)
0.0001,0.5877852522924731,333.3611134261189,(-8.818542136441554e-07-4.2051113606210046e-05j)
0.000105,0.6129070536529764,350.0291690974248,(-8.932043609319925e-07-4.530153823453268e-05j)
0.00011,0.6374239897486896,366.69722476873073,(-9.05424386237805e-07-4.877091356450296e-05j)
0.000115,0.6613118653236518,383.3652804400367,(-9.185732050831622e-07-5.2485063943727114e-05j)
0.00012,0.6845471059286886,400.03333611134263,(-9.327175085951406e-07-5.647330697506093e-05j)
0.000125,0.7071067811865475,416.70139178264856,(-9.479314221308123e-07-6.076906202429795e-05j)
0.00013,0.7289686274214113,433.36944745395454,(-9.64298612522404e-07-6.541058934249333e-05j)
0.000135,0.7501110696304595,450.03750312526046,(-9.819119678304046e-07-7.044187995919327e-05j)
0.00014,0.7705132427757891,466.7055587965664,(-1.0008779510579444e-06-7.591374406246132e-05j)
0.000145,0.7901550123756903,483.37361446787236,(-1.0213156696318483e-06-8.18851454835734e-05j)
0.00015,0.8090169943749473,500.0416701391783,(-1.0433591347954125e-06-8.842484659238314e-05j)
0.000155,0.8270805742745617,516.7097258104842,(-1.067164880524687e-06-9.561344641441748e-05j)
0.00016,0.8443279255020151,533.3777814817902,(-1.0929047036463782e-06-0.00010354594599666441j)
0.000165,0.8607420270039435,550.0458371530962,(-1.1207838525849711e-06-0.00011233494825402604j)
0.00017,0.8763066800438636,566.713892824402,(-1.1510305344619113e-06-0.0001221147585406257j)
0.000175,0.8910065241883678,583.381948495708,(-1.1839140752331265e-06-0.0001330465959963334j)
0.00018,0.9048270524660196,600.050004167014,(-1.219744023462503e-06-0.00014532534852307322j)
0.000185,0.917754625683981,616.7180598383198,(-1.258884336512514e-06-0.00015918836711392714j)
0.00019,0.9297764858882513,633.3861155096258,(-1.301760964564358e-06-0.00017492705027000177j)
0.000195,0.9408807689542255,650.0541711809318,(-1.3488759003198733e-06-0.00019290226674342526j)
0.0002,0.9510565162951535,666.7222268522378,(-1.4008270801912054e-06-0.00021356513262456173j)
0.000205,0.960293685676943,683.3902825235436,(-1.458332552154727e-06-0.000237485370499081j)
0.00021,0.9685831611286311,700.0583381948496,(-1.5222551120567165e-06-0.0002653905360626473j)
