,ydata
5054,-0.648335
5055,-0.700147
5056,-0.750511
5057,-0.800062
5058,-0.847706
5059,-0.894362
5060,-0.939039
5061,-0.982904
5062,-1.025427
5063,-1.066644
5064,-1.106518
5065,-1.145227
5066,-1.182558
5067,-1.218724
5068,-1.253406
5069,-1.287559
5070,-1.320369
5071,-1.351767
5072,-1.381788
5073,-1.410607
5074,-1.437873
5075,-1.463479
5076,-1.487389
5077,-1.509428
5078,-1.529347
5079,-1.547712
5080,-1.563782
5081,-1.577698
5082,-1.589635
5083,-1.599065
5084,-1.606976
5085,-1.612027
5086,-1.614746
5087,-1.615665
5088,-1.613545
5089,-1.608919
5090,-1.602491
5091,-1.593308
5092,-1.581406
5093,-1.567173
5094,-1.550538
5095,-1.531537
5096,-1.51024
5097,-1.486082
5098,-1.460053
5099,-1.431586
5100,-1.400648
5101,-1.367413
5102,-1.332095
5103,-1.294658
5104,-1.255384
5105,-1.21392
5106,-1.170408
5107,-1.12506
5108,-1.078052
5109,-1.029454
5110,-0.979161
5111,-0.927667
5112,-0.874478
5113,-0.819876
5114,-0.763861
5115,-0.707034
5116,-0.649289
5117,-0.590272
5118,-0.530585
5119,-0.47012
5120,-0.408631
5121,-0.346824
5122,-0.284629
5123,-0.222434
5124,-0.158896
5125,-0.096136
5126,-0.032563
5127,0.030903
5128,0.09324
5129,0.15593
5130,0.217595
5131,0.278272
5132,0.338348
5133,0.396976
5134,0.454262
5135,0.510842
5136,0.566009
5137,0.619975
5138,0.672352
5139,0.723528
5140,0.773715
5141,0.822595
5142,0.869992
5143,0.915729
5144,0.960831
5145,1.004872
5146,1.046866
5147,1.087941
5148,1.127779
5149,1.167018
5150,1.204385
5151,1.24108
5152,1.27608
5153,1.31041
5154,1.343397
5155,1.375007
5156,1.404568
5157,1.432893
5158,1.459205
5159,1.483398
5160,1.506849
5161,1.527404
5162,1.546123
5163,1.562511
5164,1.577132
5165,1.589282
5166,1.599136
5167,1.607118
5168,1.612486
5169,1.615417
5170,1.616477
5171,1.614605
5172,1.610226
5173,1.603621
5174,1.594827
5175,1.583242
5176,1.568974
5177,1.552692
5178,1.534044
5179,1.512641
5180,1.488837
5181,1.463373
5182,1.434836
5183,1.404144
5184,1.37151
5185,1.336545
5186,1.299567
5187,1.261
5188,1.219395
5189,1.176624
5190,1.131417
5191,1.085009
5192,1.036941
5193,0.986931
5194,0.93579
5195,0.882671
5196,0.828423
5197,0.772761
5198,0.716429
5199,0.658719
5200,0.600197
5201,0.540756
5202,0.480398
5203,0.41965
5204,0.357914
5205,0.295366
5206,0.233029
5207,0.170339
5208,0.107226
5209,0.044112
5210,-0.019602
5211,-0.082115
5212,-0.14491
5213,-0.206647
5214,-0.268241
5215,-0.327788
5216,-0.387052
5217,-0.445009
5218,-0.501659
5219,-0.557073
5220,-0.611216
5221,-0.663875
5222,-0.71544
5223,-0.765627
5224,-0.813978
5225,-0.861163
5226,-0.907324
5227,-0.951648
5228,-0.995124
5229,-1.0368
5230,-1.077522
5231,-1.117184
5232,-1.154939
5233,-1.191953
5234,-1.227483
5235,-1.262236
5236,-1.295647
5237,-1.327892
5238,-1.358725
5239,-1.388392
5240,-1.416894
5241,-1.443736
5242,-1.468635
5243,-1.49191
5244,-1.513348
5245,-1.53302
5246,-1.550608
5247,-1.566113
5248,-1.579534
5249,-1.591012
5250,-1.60016
5251,-1.606976
5252,-1.611285
5253,-1.613616
5254,-1.61351
5255,-1.61072
5256,-1.60574
5257,-1.598429
5258,-1.588293
5259,-1.576073
5260,-1.56131
5261,-1.544287
5262,-1.524296
5263,-1.502187
5264,-1.477676
5265,-1.450481
5266,-1.421309
5267,-1.38984
5268,-1.356429
5269,-1.320193
5270,-1.282085
5271,-1.24274
5272,-1.200146
5273,-1.156528
5274,-1.110756
5275,-1.063783
5276,-1.014514
5277,-0.963868
5278,-0.911738
5279,-0.857772
5280,-0.80317
5281,-0.746944
5282,-0.690046
5283,-0.631771
5284,-0.572507
5285,-0.512855
5286,-0.451825
5287,-0.390407
5288,-0.328459
5289,-0.266052
5290,-0.203397
5291,-0.140319
5292,-0.076711
5293,-0.013527
5294,0.049128
5295,0.112065
5296,0.174295
5297,0.235254
5298,0.295896
5299,0.355548
5300,0.414105
5301,0.471286
5302,0.527229
5303,0.581725
5304,0.635162
5305,0.687786
5306,0.738715
5307,0.788513
5308,0.836652
5309,0.883731
5310,0.929468
5311,0.973792
5312,1.017057
5313,1.05958
5314,1.099878
5315,1.139964
5316,1.178426
5317,1.21551
5318,1.251428
5319,1.286464
5320,1.320334
5321,1.352897
5322,1.383518
5323,1.413009
5324,1.440946
5325,1.466551
5326,1.490426
5327,1.512924
5328,1.532949
5329,1.550891
5330,1.566784
5331,1.580311
5332,1.592496
5333,1.601749
5334,1.608601
5335,1.613263
5336,1.615523
5337,1.615665
5338,1.613051
5339,1.608424
5340,1.600725
5341,1.591048
5342,1.578651
5343,1.564206
5344,1.547041
5345,1.527404
5346,1.505048
5347,1.480679
5348,1.453872
5349,1.425158
5350,1.393725
5351,1.360032
5352,1.324608
5353,1.2871
5354,1.24719
5355,1.205373
5356,1.16172
5357,1.116619
5358,1.068939
5359,1.020871
5360,0.970331
5361,0.918307
5362,0.865401
5363,0.810552
5364,0.755208
5365,0.697852
5366,0.639824
5367,0.581196
5368,0.521402
5369,0.460619
5370,0.399307
5371,0.337748
5372,0.275729
5373,0.212827
5374,0.149784
5375,0.086883
5376,0.023875
5377,-0.039521
5378,-0.102493
5379,-0.164583
5380,-0.226389
5381,-0.287101
5382,-0.34686
5383,-0.405135
5384,-0.462633
5385,-0.518894
5386,-0.573885
5387,-0.62718
5388,-0.679627
5389,-0.730168
5390,-0.779613
5391,-0.827787
5392,-0.874336
5393,-0.919861
5394,-0.963797
5395,-1.006603
5396,-1.048102
5397,-1.087905
5398,-1.127144
5399,-1.164793
5400,-1.2011
5401,-1.236312
5402,-1.270218
5403,-1.303028
5404,-1.33492
5405,-1.365647
5406,-1.394749
5407,-1.422262
5408,-1.449139
5409,-1.473403
5410,-1.496466
5411,-1.517409
5412,-1.535987
5413,-1.55301
5414,-1.568091
5415,-1.580841
5416,-1.591578
5417,-1.600054
5418,-1.606588
5419,-1.609943
5420,-1.612168
5421,-1.610967
5422,-1.608036
5423,-1.602314
5424,-1.593803
5425,-1.583348
5426,-1.570528
5427,-1.554811
5428,-1.536834
5429,-1.516421
5430,-1.493888
5431,-1.468458
5432,-1.440698
5433,-1.41096
5434,-1.378786
5435,-1.344421
5436,-1.308043
5437,-1.269511
5438,-1.229037
5439,-1.186514
5440,-1.141871
5441,-1.095958
5442,-1.048102
5443,-0.998621
5444,-0.947339
5445,-0.895103
5446,-0.841279
5447,-0.785864
5448,-0.729603
5449,-0.672281
5450,-0.613512
5451,-0.554107
5452,-0.494172
5453,-0.432965
5454,-0.371618
5455,-0.309458
5456,-0.246662
5457,-0.184008
5458,-0.120823
5459,-0.057639
5460,0.005333
5461,0.068553
5462,0.130924
5463,0.192943
5464,0.253867
5465,0.31412
5466,0.373242
5467,0.431411
5468,0.488132
5469,0.5439
5470,0.59829
5471,0.651161
5472,0.703043
5473,0.754078
5474,0.803135
5475,0.850673
5476,0.897293
5477,0.942783
5478,0.987249
5479,1.029736
5480,1.071306
5481,1.111851
5482,1.15116
5483,1.189339
5484,1.226458
5485,1.262094
5486,1.296706
5487,1.330117
5488,1.361868
5489,1.392454
5490,1.42145
5491,1.448822
5492,1.47418
5493,1.497243
5494,1.51861
5495,1.538318
5496,1.555694
5497,1.57074
5498,1.583737
5499,1.594544
5500,1.603409
5501,1.609413
5502,1.613369
5503,1.615099
5504,1.614287
5505,1.610826
5506,1.605387
5507,1.596628
5508,1.58635
5509,1.573
5510,1.557601
5511,1.539554
5512,1.519528
5513,1.496748
5514,1.471319
5515,1.443665
5516,1.414033
5517,1.382317
5518,1.347812
5519,1.311505
5520,1.273361
5521,1.232604
5522,1.190293
5523,1.146322
5524,1.100549
5525,1.052658
5526,1.00353
5527,0.952178
5528,0.900119
5529,0.846859
5530,0.79148
5531,0.735465
5532,0.678109
5533,0.61994
5534,0.560358
5535,0.500529
5536,0.439782
5537,0.378257
5538,0.316274
5539,0.254114
5540,0.191213
5541,0.128558
5542,0.065197
5543,0.001978
5544,-0.06103
5545,-0.123649
5546,-0.185879
5547,-0.246839
5548,-0.307445
5549,-0.366461
5550,-0.424454
5551,-0.481598
5552,-0.537083
5553,-0.591191
5554,-0.644062
5555,-0.696015
5556,-0.74599
5557,-0.795224
5558,-0.842338
5559,-0.888887
5560,-0.933494
5561,-0.977218
5562,-1.019105
5563,-1.059792
5564,-1.099949
5565,-1.13781
5566,-1.175141
5567,-1.210671
5568,-1.245354
5569,-1.278977
5570,-1.311716
5571,-1.342973
5572,-1.373064
5573,-1.401778
5574,-1.429255
5575,-1.455002
5576,-1.479195
5577,-1.501375
5578,-1.521718
5579,-1.540296
5580,-1.556754
5581,-1.571093
5582,-1.583242
5583,-1.593132
5584,-1.601325
5585,-1.606376
5586,-1.609731
5587,-1.610367
5588,-1.609201
5589,-1.605104
5590,-1.59903
5591,-1.590271
5592,-1.578898
5593,-1.565054
5594,-1.548984
5595,-1.530477
5596,-1.508968
5597,-1.485517
5598,-1.459735
5599,-1.431233
5600,-1.400683
5601,-1.367802
5602,-1.333472
5603,-1.295717
5604,-1.256444
5605,-1.215369
5606,-1.172739
5607,-1.127462
5608,-1.080524
5609,-1.03242
5610,-0.982339
5611,-0.930775
5612,-0.877515
5613,-0.823549
5614,-0.768064
5615,-0.711131
5616,-0.653421
5617,-0.594722
5618,-0.534823
5619,-0.474323
5620,-0.413046
5621,-0.351663
5622,-0.289185
5623,-0.226531
5624,-0.163523
5625,-0.100304
5626,-0.037013
5627,0.026065
5628,0.089002
5629,0.151162
5630,0.212721
5631,0.273716
5632,0.333403
5633,0.392314
5634,0.449812
5635,0.506392
5636,0.561453
5637,0.615596
5638,0.668361
5639,0.719855
5640,0.769653
5641,0.818816
5642,0.866072
5643,0.912339
5644,0.95744
5645,1.001235
5646,1.043122
5647,1.08455
5648,1.12446
5649,1.163627
5650,1.201453
5651,1.237796
5652,1.273891
5653,1.307867
5654,1.340748
5655,1.372322
5656,1.402696
5657,1.430597
5658,1.456945
5659,1.481773
5660,1.504554
5661,1.525462
5662,1.544392
5663,1.560992
5664,1.575543
5665,1.588328
5666,1.598182
5667,1.606129
5668,1.611285
5669,1.614676
5670,1.615276
5671,1.614005
5672,1.609766
5673,1.603127
5674,1.594262
5675,1.582642
5676,1.568691
5677,1.552445
5678,1.533726
5679,1.512606
5680,1.488731
5681,1.463196
5682,1.435012
5683,1.404533
5684,1.371969
5685,1.337181
5686,1.300238
5687,1.260823
5688,1.219713
5689,1.176766
5690,1.13177
5691,1.085504
5692,1.037224
5693,0.987602
5694,0.936108
5695,0.883272
5696,0.829129
5697,0.773821
5698,0.717312
5699,0.659708
5700,0.60108
5701,0.541498
5702,0.481422
5703,0.420357
5704,0.358903
5705,0.296355
5706,0.234053
5707,0.171364
5708,0.108391
5709,0.045031
5710,-0.018118
5711,-0.081196
5712,-0.143462
5713,-0.205446
5714,-0.265875
5715,-0.325845
5716,-0.384968
5717,-0.442501
5718,-0.498339
5719,-0.553895
5720,-0.607755
5721,-0.660026
5722,-0.711414
5723,-0.761212
5724,-0.809316
5725,-0.856395
5726,-0.901885
5727,-0.946209
5728,-0.989156
5729,-1.030796
5730,-1.071164
5731,-1.109803
5732,-1.147946
5733,-1.184606
5734,-1.219819
5735,-1.253547
5736,-1.2871
5737,-1.319345
5738,-1.350249
5739,-1.379739
5740,-1.4081
5741,-1.435153
5742,-1.460194
5743,-1.483645
5744,-1.505613
5745,-1.524932
5746,-1.543086
5747,-1.559085
5748,-1.572824
5749,-1.584231
5750,-1.593626
5751,-1.601184
5752,-1.605952
5753,-1.608707
5754,-1.609131
5755,-1.606305
5756,-1.601926
5757,-1.594791
5758,-1.585291
5759,-1.573141
5760,-1.558767
5761,-1.542273
5762,-1.52299
5763,-1.500916
5764,-1.476582
5765,-1.450022
5766,-1.421485
5767,-1.390052
5768,-1.356959
5769,-1.32157
5770,-1.283533
5771,-1.24387
5772,-1.202018
5773,-1.158506
5774,-1.113158
5775,-1.065761
5776,-1.016739
5777,-0.966658
5778,-0.915199
5779,-0.861516
5780,-0.806949
5781,-0.751076
5782,-0.693755
5783,-0.635868
5784,-0.576887
5785,-0.516599
5786,-0.456169
5787,-0.394716
5788,-0.332909
5789,-0.270643
5790,-0.207918
5791,-0.144875
5792,-0.081479
5793,-0.018259
5794,0.044748
5795,0.107261
5796,0.169457
5797,0.230804
5798,0.291516
5799,0.351168
5800,0.409408
5801,0.4668
5802,0.523062
5803,0.577982
5804,0.63163
5805,0.684007
5806,0.735042
5807,0.784522
5808,0.832943
5809,0.879987
5810,0.926148
5811,0.97072
5812,1.014161
5813,1.05619
5814,1.097265
5815,1.136821
5816,1.175388
5817,1.212649
5818,1.249097
5819,1.28431
5820,1.318038
5821,1.350496
5822,1.381505
5823,1.411066
5824,1.438791
5825,1.464821
5826,1.489049
5827,1.510946
5828,1.531007
5829,1.549514
5830,1.565371
5831,1.579287
5832,1.590907
5833,1.600442
5834,1.607718
5835,1.612239
5836,1.614746
5837,1.614605
5838,1.612345
5839,1.607683
5840,1.600301
5841,1.590589
5842,1.57858
5843,1.564171
5844,1.547006
5845,1.527652
5846,1.505331
5847,1.481173
5848,1.454437
5849,1.425618
5850,1.394467
5851,1.360879
5852,1.325632
5853,1.287912
5854,1.248356
5855,1.206645
5856,1.163027
5857,1.117678
5858,1.070564
5859,1.021754
5860,0.971497
5861,0.919826
5862,0.86639
5863,0.812282
5864,0.756338
5865,0.6993
5866,0.64159
5867,0.582538
5868,0.522991
5869,0.46235
5870,0.401144
5871,0.339372
5872,0.277212
5873,0.214452
5874,0.151691
5875,0.088719
5876,0.025323
5877,-0.03772
5878,-0.100304
5879,-0.162569
5880,-0.223988
5881,-0.2847
5882,-0.344105
5883,-0.402274
5884,-0.459595
5885,-0.515574
5886,-0.570318
5887,-0.623366
5888,-0.675248
5889,-0.725894
5890,-0.774739
5891,-0.822701
5892,-0.868827
5893,-0.91414
5894,-0.957687
5895,-1.000493
5896,-1.041215
5897,-1.081619
5898,-1.119868
5899,-1.157447
5900,-1.193613
5901,-1.228719
5902,-1.26266
5903,-1.294976
5904,-1.326409
5905,-1.3571
5906,-1.386026
5907,-1.41421
5908,-1.440698
5909,-1.465421
5910,-1.488095
5911,-1.509251
5912,-1.52857
5913,-1.545841
5914,-1.561345
5915,-1.57466
5916,-1.585679
5917,-1.594721
5918,-1.601007
5919,-1.605246
5920,-1.607188
5921,-1.606835
5922,-1.60401
5923,-1.598712
5924,-1.590765
5925,-1.58077
5926,-1.568091
5927,-1.553187
5928,-1.535492
5929,-1.515326
5930,-1.492934
5931,-1.467858
5932,-1.440769
5933,-1.411455
5934,-1.37988
5935,-1.345693
5936,-1.309774
5937,-1.271524
5938,-1.231262
5939,-1.189056
5940,-1.144803
5941,-1.099136
5942,-1.051845
5943,-1.002541
5944,-0.951612
5945,-0.899165
5946,-0.845481
5947,-0.790279
5948,-0.7343
5949,-0.676908
5950,-0.618456
5951,-0.559228
5952,-0.499399
5953,-0.438157
5954,-0.376915
5955,-0.315003
5956,-0.25256
5957,-0.189659
5958,-0.126298
5959,-0.063325
5960,-0.000283
5961,0.062513
5962,0.125309
5963,0.187151
5964,0.248605
5965,0.308751
5966,0.368015
5967,0.42622
5968,0.483082
5969,0.538708
5970,0.593239
5971,0.646676
5972,0.698558
5973,0.749275
5974,0.79865
5975,0.846788
5976,0.893161
5977,0.938969
5978,0.983116
5979,1.025851
5980,1.067951
5981,1.108319
5982,1.147699
5983,1.185878
5984,1.223139
5985,1.258845
5986,1.293951
5987,1.327362
5988,1.359219
5989,1.390087
5990,1.419013
5991,1.446279
5992,1.471743
5993,1.495159
5994,1.516526
5995,1.536093
5996,1.553893
5997,1.569045
5998,1.582501
5999,1.593414
6000,1.602244
6001,1.608212
6002,1.612451
6003,1.613828
6004,1.613228
6005,1.609943
6006,1.604433
6007,1.596522
6008,1.586068
6009,1.57247
6010,1.557425
6011,1.539625
6012,1.519317
6013,1.495971
6014,1.471355
6015,1.44363
6016,1.414457
6017,1.382565
6018,1.348271
6019,1.312211
6020,1.27435
6021,1.233875
6022,1.19114
6023,1.14731
6024,1.101467
6025,1.053611
6026,1.004625
6027,0.953484
6028,0.901602
6029,0.847565
6030,0.792575
6031,0.736454
6032,0.679592
6033,0.621211
6034,0.561735
6035,0.501871
6036,0.44123
6037,0.379882
6038,0.318005
6039,0.255915
6040,0.193367
6041,0.129865
6042,0.066751
6043,0.003744
6044,-0.05944
6045,-0.121848
6046,-0.183584
6047,-0.244861
6048,-0.304619
6049,-0.36353
6050,-0.421452
6051,-0.477925
6052,-0.533516
6053,-0.587306
6054,-0.640248
6055,-0.691318
6056,-0.741752
6057,-0.790562
6058,-0.837429
6059,-0.883448
6060,-0.927949
6061,-0.971532
6062,-1.012995
6063,-1.053894
6064,-1.092991
6065,-1.130817
6066,-1.16776
6067,-1.203466
6068,-1.237831
6069,-1.271242
6070,-1.303381
6071,-1.334532
6072,-1.364764
6073,-1.393301
6074,-1.420779
6075,-1.446491
6076,-1.470754
6077,-1.49357
6078,-1.513383
6079,-1.532526
6080,-1.549196
6081,-1.564171
6082,-1.576285
6083,-1.58681
6084,-1.59518
6085,-1.601007
6086,-1.604539
6087,-1.605917
6088,-1.604822
6089,-1.601396
6090,-1.594968
6091,-1.586845
6092,-1.576073
6093,-1.562511
6094,-1.546723
6095,-1.528429
6096,-1.507768
6097,-1.484458
6098,-1.458817
6099,-1.430809
6100,-1.400754
6101,-1.368367
6102,-1.333684
6103,-1.29713
6104,-1.258033
6105,-1.217452
6106,-1.174435
6107,-1.13004
6108,-1.083632
6109,-1.035564
6110,-0.986189
6111,-0.934377
6112,-0.882036
6113,-0.827646
6114,-0.772338
6115,-0.715758
6116,-0.658366
6117,-0.599773
6118,-0.539838
6119,-0.479444
6120,-0.418697
6121,-0.357067
6122,-0.294765
6123,-0.232217
6124,-0.169527
6125,-0.106343
6126,-0.043618
6127,0.020131
6128,0.082644
6129,0.145193
6130,0.206541
6131,0.267782
6132,0.327717
6133,0.386804
6134,0.444408
6135,0.501094
6136,0.556261
6137,0.61051
6138,0.663169
6139,0.71484
6140,0.764921
6141,0.814084
6142,0.86201
6143,0.908101
6144,0.952955
6145,0.996961
6146,1.039413
6147,1.080771
6148,1.120928
6149,1.160025
6150,1.198169
6151,1.234829
6152,1.270253
6153,1.304547
6154,1.33764
6155,1.369426
6156,1.399305
6157,1.427843
6158,1.454331
6159,1.47923
6160,1.502611
6161,1.523166
6162,1.542238
6163,1.558979
6164,1.573636
6165,1.58628
6166,1.596416
6167,1.604221
6168,1.609908
6169,1.61298
6170,1.614005
6171,1.612451
6172,1.608142
6173,1.601996
6174,1.592849
6175,1.581688
6176,1.568091
6177,1.551774
6178,1.532879
6179,1.511935
6180,1.488519
6181,1.46256
6182,1.434588
6183,1.404038
6184,1.371122
6185,1.336474
6186,1.299532
6187,1.260611
6188,1.219536
6189,1.17666
6190,1.131912
6191,1.085292
6192,1.03733
6193,0.987319
6194,0.93579
6195,0.88306
6196,0.829376
6197,0.774103
6198,0.717488
6199,0.659673
6200,0.601115
6201,0.541851
6202,0.481598
6203,0.420957
6204,0.358974
6205,0.29699
6206,0.23423
6207,0.17154
6208,0.108462
6209,0.045349
6210,-0.0178
6211,-0.080949
6212,-0.142933
6213,-0.204492
6214,-0.265169
6215,-0.324574
6216,-0.382672
6217,-0.440417
6218,-0.496538
6219,-0.551246
6220,-0.604576
6221,-0.656847
6222,-0.707811
6223,-0.757292
6224,-0.805148
6225,-0.85138
6226,-0.897223
6227,-0.940593
6228,-0.983681
6229,-1.025004
6230,-1.065302
6231,-1.103904
6232,-1.140847
6233,-1.177613
6234,-1.213073
6235,-1.247049
6236,-1.279789
6237,-1.311575
6238,-1.342479
6239,-1.371687
6240,-1.400047
6241,-1.42703
6242,-1.452212
6243,-1.476052
6244,-1.498161
6245,-1.518257
6246,-1.53634
6247,-1.552622
6248,-1.566184
6249,-1.578404
6250,-1.58794
6251,-1.595321
6252,-1.601043
6253,-1.603798
6254,-1.604645
6255,-1.602738
6256,-1.598323
6257,-1.592037
6258,-1.582607
6259,-1.570881
6260,-1.557107
6261,-1.540472
6262,-1.521259
6263,-1.499786
6264,-1.476052
6265,-1.449916
6266,-1.42145
6267,-1.390405
6268,-1.357348
6269,-1.321994
6270,-1.285016
6271,-1.245636
6272,-1.203925
6273,-1.160555
6274,-1.11563
6275,-1.068692
6276,-1.020059
6277,-0.970119
6278,-0.918025
6279,-0.864942
6280,-0.810481
6281,-0.754608
6282,-0.697781
6283,-0.639612
6284,-0.581019
6285,-0.520978
6286,-0.460443
6287,-0.398989
6288,-0.337783
6289,-0.27527
6290,-0.212545
6291,-0.149572
6292,-0.086494
6293,-0.023487
6294,0.03991
6295,0.102423
6296,0.165006
6297,0.226389
6298,0.286995
6299,0.346966
6300,0.405452
6301,0.462279
6302,0.518859
6303,0.573814
6304,0.627039
6305,0.679415
6306,0.730909
6307,0.780779
6308,0.829306
6309,0.876314
6310,0.922263
6311,0.967294
6312,1.010488
6313,1.052658
6314,1.093839
6315,1.133501
6316,1.172351
6317,1.209894
6318,1.24606
6319,1.280954
6320,1.31539
6321,1.348165
6322,1.379315
6323,1.408841
6324,1.436601
6325,1.462772
6326,1.486965
6327,1.50918
6328,1.529453
6329,1.547818
6330,1.563747
6331,1.577627
6332,1.58967
6333,1.599171
6334,1.606199
6335,1.611108
6336,1.613616
6337,1.613793
6338,1.61178
6339,1.606694
6340,1.599736
6341,1.590094
6342,1.577839
6343,1.5635
6344,1.546512
6345,1.526627
6346,1.504977
6347,1.480679
6348,1.454296
6349,1.425512
6350,1.394361
6351,1.36095
6352,1.325349
6353,1.288053
6354,1.248391
6355,1.206716
6356,1.163345
6357,1.118138
6358,1.070847
6359,1.022284
6360,0.972203
6361,0.92025
6362,0.867061
6363,0.812706
6364,0.757327
6365,0.6999
6366,0.642119
6367,0.583633
6368,0.523698
6369,0.463304
6370,0.401956
6371,0.34029
6372,0.278272
6373,0.21537
6374,0.152186
6375,0.089143
6376,0.025994
6377,-0.037084
6378,-0.099385
6379,-0.161687
6380,-0.222787
6381,-0.28304
6382,-0.342304
6383,-0.40019
6384,-0.456805
6385,-0.513067
6386,-0.567316
6387,-0.620363
6388,-0.671857
6389,-0.722044
6390,-0.771066
6391,-0.818428
6392,-0.864871
6393,-0.909513
6394,-0.953131
6395,-0.995372
6396,-1.036164
6397,-1.075791
6398,-1.114076
6399,-1.151337
6400,-1.187114
6401,-1.222256
6402,-1.255667
6403,-1.288124
6404,-1.319416
6405,-1.349789
6406,-1.378892
6407,-1.406828
6408,-1.433423
6409,-1.458181
6410,-1.481279
6411,-1.502505
6412,-1.521965
6413,-1.539483
6414,-1.555165
6415,-1.568197
6416,-1.579923
6417,-1.588823
6418,-1.59571
6419,-1.600478
6420,-1.602632
6421,-1.602632
6422,-1.599842
6423,-1.595251
6424,-1.587551
6425,-1.578333
6426,-1.565937
6427,-1.551068
6428,-1.534009
6429,-1.514337
6430,-1.49198
6431,-1.46754
6432,-1.440486
6433,-1.41142
6434,-1.379845
6435,-1.346505
6436,-1.310586
6437,-1.272937
6438,-1.232392
6439,-1.19054
6440,-1.147063
6441,-1.101185
6442,-1.053965
6443,-1.00459
6444,-0.95412
6445,-0.901849
6446,-0.848519
6447,-0.793776
6448,-0.738008
6449,-0.680016
6450,-0.622235
6451,-0.563219
6452,-0.503319
6453,-0.442607
6454,-0.381295
6455,-0.319206
6456,-0.256975
6457,-0.193649
6458,-0.131172
6459,-0.06774
6460,-0.004379
6461,0.05831
6462,0.121035
6463,0.183054
6464,0.24426
6465,0.304725
6466,0.363989
6467,0.422158
6468,0.479232
6469,0.534576
6470,0.589213
6471,0.642826
6472,0.694779
6473,0.745743
6474,0.794871
6475,0.843292
6476,0.890018
6477,0.935507
6478,0.979973
6479,1.02299
6480,1.064737
6481,1.1056
6482,1.145121
6483,1.183406
6484,1.220384
6485,1.256832
6486,1.291373
6487,1.324996
6488,1.356994
6489,1.387792
6490,1.417106
6491,1.444336
6492,1.469836
6493,1.493252
6494,1.515078
6495,1.534786
6496,1.552657
6497,1.568162
6498,1.5813
6499,1.592143
6500,1.601007
6501,1.607824
6502,1.611709
6503,1.613369
6504,1.61291
6505,1.609766
6506,1.604363
6507,1.596593
6508,1.586209
6509,1.573036
6510,1.557707
6511,1.539836
6512,1.519988
6513,1.497066
6514,1.472096
6515,1.444689
6516,1.41534
6517,1.383483
6518,1.349401
6519,1.313094
6520,1.275021
6521,1.234723
6522,1.192482
6523,1.148582
6524,1.102633
6525,1.055165
6526,1.006002
6527,0.955003
6528,0.902979
6529,0.84919
6530,0.794482
6531,0.738114
6532,0.681393
6533,0.623012
6534,0.563784
6535,0.503849
6536,0.443031
6537,0.381719
6538,0.319841
6539,0.257681
6540,0.19478
6541,0.131772
6542,0.068447
6543,0.005333
6544,-0.057675
6545,-0.120152
6546,-0.181853
6547,-0.242565
6548,-0.302465
6549,-0.361552
6550,-0.419156
6551,-0.475524
6552,-0.53062
6553,-0.584339
6554,-0.637246
6555,-0.688316
6556,-0.738326
6557,-0.786606
6558,-0.83365
6559,-0.879175
6560,-0.923641
6561,-0.96634
6562,-1.008192
6563,-1.048879
6564,-1.088188
6565,-1.125872
6566,-1.162603
6567,-1.198098
6568,-1.232533
6569,-1.265979
6570,-1.297872
6571,-1.328881
6572,-1.35869
6573,-1.38758
6574,-1.414916
6575,-1.44091
6576,-1.464962
6577,-1.487954
6578,-1.508721
6579,-1.527404
6580,-1.544251
6581,-1.55912
6582,-1.571976
6583,-1.582854
6584,-1.59126
6585,-1.597158
6586,-1.60129
6587,-1.602667
6588,-1.601608
6589,-1.598606
6590,-1.59292
6591,-1.584691
6592,-1.573989
6593,-1.561098
6594,-1.545205
6595,-1.527157
6596,-1.507097
6597,-1.483822
6598,-1.458287
6599,-1.430562
6600,-1.401283
6601,-1.368861
6602,-1.334497
6603,-1.29773
6604,-1.259269
6605,-1.218724
6606,-1.176307
6607,-1.13177
6608,-1.085504
6609,-1.037542
6610,-0.987602
6611,-0.93692
6612,-0.884225
6613,-0.830295
6614,-0.774916
6615,-0.71876
6616,-0.661333
6617,-0.602987
6618,-0.54337
6619,-0.483223
6620,-0.422405
6621,-0.360634
6622,-0.29858
6623,-0.236031
6624,-0.173094
6625,-0.109698
6626,-0.046726
6627,0.015893
6628,0.079042
6629,0.141908
6630,0.203468
6631,0.264321
6632,0.324256
6633,0.383414
6634,0.441088
6635,0.497456
6636,0.553082
6637,0.607225
6638,0.660096
6639,0.711661
6640,0.761954
6641,0.811293
6642,0.859185
6643,0.90524
6644,0.950694
6645,0.994242
6646,1.036835
6647,1.078617
6648,1.118667
6649,1.157906
6650,1.195767
6651,1.232639
6652,1.26831
6653,1.302852
6654,1.335592
6655,1.367731
6656,1.397434
6657,1.426006
6658,1.453024
6659,1.477959
6660,1.50081
6661,1.521789
6662,1.541002
6663,1.557849
6664,1.572753
6665,1.585044
6666,1.595427
6667,1.603586
6668,1.609343
6669,1.612451
6670,1.613757
6671,1.611815
6672,1.607965
6673,1.601749
6674,1.592743
6675,1.581406
6676,1.567738
6677,1.551809
6678,1.533232
6679,1.512288
6680,1.488978
6681,1.463019
6682,1.434906
6683,1.404533
6684,1.371651
6685,1.336898
6686,1.300485
6687,1.261529
6688,1.220419
6689,1.177543
6690,1.132724
6691,1.086387
6692,1.038389
6693,0.988661
6694,0.937273
6695,0.884473
6696,0.830401
6697,0.775128
6698,0.718831
6699,0.661333
