,ydata
1760,-1.559897
1761,-1.543121
1762,-1.522848
1763,-1.500245
1764,-1.476158
1765,-1.449069
1766,-1.420037
1767,-1.388463
1768,-1.354522
1769,-1.318745
1770,-1.280742
1771,-1.240762
1772,-1.19884
1773,-1.154763
1774,-1.109167
1775,-1.06177
1776,-1.01236
1777,-0.962243
1778,-0.909796
1779,-0.856253
1780,-0.801758
1781,-0.745319
1782,-0.68821
1783,-0.630394
1784,-0.570847
1785,-0.510771
1786,-0.449847
1787,-0.388747
1788,-0.326799
1789,-0.264286
1790,-0.201243
1791,-0.138306
1792,-0.075086
1793,-0.01169
1794,0.050682
1795,0.113795
1796,0.17592
1797,0.237338
1798,0.29805
1799,0.357137
1800,0.415695
1801,0.473122
1802,0.528819
1803,0.583844
1804,0.637069
1805,0.689658
1806,0.740163
1807,0.789432
1808,0.837641
1809,0.884649
1810,0.930881
1811,0.974817
1812,1.018117
1813,1.06011
1814,1.100938
1815,1.140317
1816,1.178885
1817,1.216251
1818,1.252099
1819,1.286958
1820,1.320581
1821,1.352897
1822,1.384013
1823,1.413221
1824,1.440946
1825,1.46701
1826,1.490709
1827,1.512924
1828,1.532949
1829,1.550467
1830,1.566678
1831,1.580558
1832,1.591966
1833,1.601502
1834,1.607965
1835,1.612874
1836,1.614958
1837,1.614923
1838,1.612062
1839,1.607365
1840,1.59963
1841,1.589918
1842,1.577486
1843,1.562687
1844,1.545169
1845,1.525639
1846,1.503847
1847,1.478807
1848,1.452353
1849,1.423216
1850,1.392101
1851,1.358654
1852,1.322842
1853,1.285228
1854,1.245142
1855,1.203537
1856,1.159707
1857,1.114429
1858,1.067209
1859,1.018505
1860,0.968318
1861,0.915835
1862,0.862469
1863,0.807974
1864,0.752065
1865,0.695415
1866,0.636998
1867,0.578229
1868,0.518435
1869,0.4579
1870,0.396588
1871,0.334781
1872,0.27255
1873,0.209966
1874,0.146924
1875,0.083775
1876,0.02059
1877,-0.04217
1878,-0.105283
1879,-0.167302
1880,-0.229215
1881,-0.289538
1882,-0.349403
1883,-0.408031
1884,-0.465105
1885,-0.521261
1886,-0.575898
1887,-0.629052
1888,-0.681464
1889,-0.732145
1890,-0.78152
1891,-0.829659
1892,-0.875961
1893,-0.921027
1894,-0.965245
1895,-1.007768
1896,-1.049303
1897,-1.089424
1898,-1.128097
1899,-1.165429
1900,-1.201983
1901,-1.237124
1902,-1.270747
1903,-1.303629
1904,-1.335274
1905,-1.366036
1906,-1.394749
1907,-1.422863
1908,-1.449175
1909,-1.473756
1910,-1.496289
1911,-1.517127
1912,-1.535916
1913,-1.552728
1914,-1.56795
1915,-1.580594
1916,-1.59133
1917,-1.599983
1918,-1.606411
1919,-1.610084
1920,-1.611462
1921,-1.610402
1922,-1.607188
1923,-1.601608
1924,-1.593661
1925,-1.58296
1926,-1.569928
1927,-1.554317
1928,-1.536128
1929,-1.515714
1930,-1.493075
1931,-1.467434
1932,-1.44031
1933,-1.41036
1934,-1.377903
1935,-1.343821
1936,-1.307372
1937,-1.268628
1938,-1.228012
1939,-1.185666
1940,-1.140953
1941,-1.094792
1942,-1.046972
1943,-0.997526
1944,-0.945785
1945,-0.893832
1946,-0.839619
1947,-0.784699
1948,-0.728225
1949,-0.670162
1950,-0.612099
1951,-0.552623
1952,-0.492335
1953,-0.431023
1954,-0.36971
1955,-0.307762
1956,-0.244825
1957,-0.181853
1958,-0.118916
1959,-0.055909
1960,0.007487
1961,0.070424
1962,0.133079
1963,0.194921
1964,0.256163
1965,0.316345
1966,0.375185
1967,0.433248
1968,0.490145
1969,0.546054
1970,0.600126
1971,0.653386
1972,0.704774
1973,0.755632
1974,0.804901
1975,0.85258
1976,0.898671
1977,0.94469
1978,0.988379
1979,1.031008
1980,1.072648
1981,1.112911
1982,1.152643
1983,1.19061
1984,1.227695
1985,1.263083
1986,1.29773
1987,1.330541
1988,1.362716
1989,1.393372
1990,1.42205
1991,1.449139
1992,1.474427
1993,1.49809
1994,1.519352
1995,1.5386
1996,1.555906
1997,1.570987
1998,1.583984
1999,1.594615
2000,1.603409
2001,1.609307
2002,1.613228
2003,1.614711
2004,1.613793
2005,1.610649
2006,1.604645
2007,1.59684
2008,1.585962
2009,1.573
2010,1.55739
2011,1.539095
2012,1.51914
2013,1.495795
2014,1.470789
2015,1.443171
2016,1.413291
2017,1.381329
2018,1.346858
2019,1.310692
2020,1.272301
2021,1.231897
2022,1.18948
2023,1.145191
2024,1.099101
2025,1.051316
2026,1.0018
2027,0.950835
2028,0.898635
2029,0.844846
2030,0.790032
2031,0.733488
2032,0.676201
2033,0.617962
2034,0.55891
2035,0.498551
2036,0.437945
2037,0.376598
2038,0.314508
2039,0.252525
2040,0.189553
2041,0.126686
2042,0.063325
2043,0.000247
2044,-0.063043
2045,-0.125485
2046,-0.187257
2047,-0.24871
2048,-0.308928
2049,-0.367803
2050,-0.425937
2051,-0.482587
2052,-0.538107
2053,-0.592603
2054,-0.645333
2055,-0.697039
2056,-0.747226
2057,-0.796495
2058,-0.843398
2059,-0.889453
2060,-0.933706
2061,-0.977501
2062,-1.019988
2063,-1.060534
2064,-1.099984
2065,-1.138057
2066,-1.175
2067,-1.21113
2068,-1.245636
2069,-1.279118
2070,-1.311151
2071,-1.342408
2072,-1.37264
2073,-1.401531
2074,-1.428867
2075,-1.454967
2076,-1.478242
2077,-1.500457
2078,-1.521188
2079,-1.539307
2080,-1.555942
2081,-1.570069
2082,-1.582183
2083,-1.59246
2084,-1.600089
2085,-1.60521
2086,-1.608742
2087,-1.609802
2088,-1.608177
2089,-1.60401
2090,-1.597829
2091,-1.588858
2092,-1.577698
2093,-1.563782
2094,-1.5475
2095,-1.528817
2096,-1.507662
2097,-1.484175
2098,-1.458251
2099,-1.430138
2100,-1.399659
2101,-1.366566
2102,-1.331636
2103,-1.29434
2104,-1.255631
2105,-1.214627
2106,-1.171503
2107,-1.126473
2108,-1.079641
2109,-1.031361
2110,-0.981174
2111,-0.929715
2112,-0.876738
2113,-0.822207
2114,-0.766863
2115,-0.710389
2116,-0.652503
2117,-0.593875
2118,-0.533905
2119,-0.473475
2120,-0.412022
2121,-0.350603
2122,-0.288585
2123,-0.225718
2124,-0.162852
2125,-0.099703
2126,-0.035954
2127,0.027018
2128,0.089743
2129,0.152115
2130,0.213534
2131,0.27421
2132,0.334286
2133,0.393056
2134,0.450412
2135,0.506992
2136,0.56223
2137,0.616231
2138,0.668961
2139,0.719961
2140,0.770572
2141,0.819169
2142,0.866496
2143,0.91301
2144,0.957793
2145,1.001411
2146,1.043687
2147,1.08515
2148,1.125025
2149,1.163875
2150,1.20163
2151,1.238325
2152,1.273926
2153,1.307902
2154,1.341031
2155,1.372358
2156,1.402202
2157,1.430385
2158,1.457298
2159,1.481738
2160,1.504554
2161,1.525003
2162,1.543686
2163,1.560144
2164,1.575013
2165,1.587092
2166,1.597582
2167,1.605316
2168,1.611144
2169,1.614005
2170,1.61457
2171,1.613051
2172,1.608919
2173,1.602067
2174,1.593273
2175,1.581583
2176,1.56802
2177,1.551633
2178,1.53242
2179,1.511688
2180,1.487813
2181,1.462172
2182,1.433635
2183,1.40312
2184,1.370309
2185,1.33538
2186,1.298296
2187,1.259198
2188,1.218582
2189,1.175176
2190,1.130358
2191,1.084091
2192,1.035387
2193,0.985765
2194,0.934059
2195,0.881506
2196,0.827363
2197,0.771914
2198,0.715016
2199,0.657695
2200,0.599243
2201,0.539732
2202,0.479338
2203,0.418202
2204,0.356607
2205,0.294236
2206,0.232005
2207,0.169068
2208,0.106096
2209,0.042629
2210,-0.020449
2211,-0.083421
2212,-0.145475
2213,-0.207247
2214,-0.26803
2215,-0.328106
2216,-0.386699
2217,-0.444161
2218,-0.500635
2219,-0.555272
2220,-0.609097
2221,-0.661368
2222,-0.712509
2223,-0.762131
2224,-0.810269
2225,-0.857207
2226,-0.902626
2227,-0.946774
2228,-0.989474
2229,-1.031255
2230,-1.071447
2231,-1.110156
2232,-1.14784
2233,-1.184642
2234,-1.219889
2235,-1.254148
2236,-1.287064
2237,-1.319098
2238,-1.349648
2239,-1.379421
2240,-1.407782
2241,-1.434235
2242,-1.459947
2243,-1.483363
2244,-1.504942
2245,-1.524544
2246,-1.542238
2247,-1.558131
2248,-1.571623
2249,-1.583702
2250,-1.593485
2251,-1.600372
2252,-1.605175
2253,-1.607895
2254,-1.608142
2255,-1.605952
2256,-1.600902
2257,-1.594226
2258,-1.584691
2259,-1.572259
2260,-1.558273
2261,-1.541249
2262,-1.521859
2263,-1.499892
2264,-1.475628
2265,-1.449245
2266,-1.420426
2267,-1.389169
2268,-1.355899
2269,-1.32044
2270,-1.28219
2271,-1.243023
2272,-1.2011
2273,-1.157553
2274,-1.112098
2275,-1.064807
2276,-1.016139
2277,-0.965598
2278,-0.91361
2279,-0.860033
2280,-0.805501
2281,-0.749451
2282,-0.692271
2283,-0.634314
2284,-0.575545
2285,-0.515716
2286,-0.454933
2287,-0.39302
2288,-0.331779
2289,-0.269513
2290,-0.206399
2291,-0.143286
2292,-0.079996
2293,-0.016741
2294,0.046549
2295,0.108886
2296,0.17094
2297,0.23257
2298,0.293035
2299,0.352511
2300,0.411103
2301,0.468425
2302,0.524227
2303,0.579359
2304,0.632795
2305,0.68496
2306,0.735819
2307,0.785229
2308,0.834109
2309,0.881188
2310,0.927031
2311,0.971532
2312,1.014655
2313,1.056719
2314,1.098042
2315,1.137457
2316,1.176095
2317,1.213532
2318,1.24938
2319,1.284486
2320,1.318109
2321,1.350884
2322,1.381788
2323,1.411278
2324,1.439038
2325,1.464785
2326,1.489084
2327,1.511193
2328,1.531148
2329,1.549443
2330,1.565124
2331,1.579075
2332,1.590412
2333,1.600054
2334,1.606976
2335,1.611568
2336,1.61404
2337,1.613828
2338,1.611638
2339,1.6068
2340,1.599524
2341,1.5896
2342,1.577026
2343,1.562475
2344,1.545205
2345,1.525462
2346,1.503635
2347,1.479336
2348,1.452636
2349,1.423392
2350,1.392454
2351,1.358654
2352,1.323407
2353,1.285616
2354,1.246095
2355,1.203996
2356,1.160413
2357,1.115312
2358,1.068339
2359,1.019388
2360,0.968918
2361,0.917001
2362,0.863812
2363,0.809386
2364,0.753442
2365,0.696827
2366,0.638694
2367,0.579959
2368,0.519777
2369,0.459525
2370,0.398212
2371,0.336511
2372,0.274069
2373,0.211768
2374,0.148654
2375,0.085576
2376,0.022074
2377,-0.040687
2378,-0.103553
2379,-0.165607
2380,-0.226954
2381,-0.286995
2382,-0.346577
2383,-0.404923
2384,-0.461856
2385,-0.517905
2386,-0.57226
2387,-0.625096
2388,-0.67719
2389,-0.727837
2390,-0.776752
2391,-0.824149
2392,-0.870734
2393,-0.915694
2394,-0.959171
2395,-1.001305
2396,-1.042627
2397,-1.082466
2398,-1.120822
2399,-1.157976
2400,-1.194178
2401,-1.228966
2402,-1.26273
2403,-1.295435
2404,-1.326797
2405,-1.357065
2406,-1.386344
2407,-1.414245
2408,-1.440592
2409,-1.465068
2410,-1.488131
2411,-1.509392
2412,-1.528181
2413,-1.545205
2414,-1.560921
2415,-1.573989
2416,-1.58515
2417,-1.593979
2418,-1.600089
2419,-1.604398
2420,-1.606164
2421,-1.605952
2422,-1.602597
2423,-1.597794
2424,-1.590094
2425,-1.579887
2426,-1.567102
2427,-1.552057
2428,-1.534468
2429,-1.514407
2430,-1.491768
2431,-1.46701
2432,-1.439533
2433,-1.410254
2434,-1.378397
2435,-1.344068
2436,-1.308043
2437,-1.269829
2438,-1.229531
2439,-1.18722
2440,-1.143249
2441,-1.097547
2442,-1.049479
2443,-1.000352
2444,-0.949423
2445,-0.897434
2446,-0.843256
2447,-0.788407
2448,-0.732004
2449,-0.674612
2450,-0.616231
2451,-0.557073
2452,-0.496821
2453,-0.435861
2454,-0.374761
2455,-0.312601
2456,-0.249982
2457,-0.187328
2458,-0.124249
2459,-0.0611
2460,0.002084
2461,0.065091
2462,0.127746
2463,0.189659
2464,0.251006
2465,0.310976
2466,0.370417
2467,0.428621
2468,0.485201
2469,0.541074
2470,0.595499
2471,0.648265
2472,0.700783
2473,0.75097
2474,0.800663
2475,0.848236
2476,0.894927
2477,0.940487
2478,0.984458
2479,1.027511
2480,1.069293
2481,1.109979
2482,1.149253
2483,1.187785
2484,1.224339
2485,1.260682
2486,1.294834
2487,1.328139
2488,1.360208
2489,1.39097
2490,1.419755
2491,1.44702
2492,1.472167
2493,1.495724
2494,1.517374
2495,1.53687
2496,1.554211
2497,1.569645
2498,1.582677
2499,1.593732
2500,1.601926
2501,1.608566
2502,1.612521
2503,1.613899
2504,1.613298
2505,1.609943
2506,1.603974
2507,1.596169
2508,1.585503
2509,1.572435
2510,1.556719
2511,1.538565
2512,1.518716
2513,1.495689
2514,1.470507
2515,1.443241
2516,1.413503
2517,1.381894
2518,1.347847
2519,1.311222
2520,1.272831
2521,1.232357
2522,1.190081
2523,1.145827
2524,1.099949
2525,1.052305
2526,1.002506
2527,0.95186
2528,0.899554
2529,0.8464
2530,0.791339
2531,0.734865
2532,0.677544
2533,0.619375
2534,0.56004
2535,0.499964
2536,0.439393
2537,0.377798
2538,0.316345
2539,0.253372
2540,0.190965
2541,0.127781
2542,0.064632
2543,0.001377
2544,-0.061277
2545,-0.123684
2546,-0.185809
2547,-0.246662
2548,-0.306809
2549,-0.365896
2550,-0.423218
2551,-0.479656
2552,-0.535247
2553,-0.589248
2554,-0.641731
2555,-0.693013
2556,-0.742847
2557,-0.791409
2558,-0.838312
2559,-0.883978
2560,-0.928585
2561,-0.971603
2562,-1.013702
2563,-1.053682
2564,-1.092991
2565,-1.131099
2566,-1.167795
2567,-1.20329
2568,-1.238007
2569,-1.270959
2570,-1.303099
2571,-1.334143
2572,-1.364235
2573,-1.392948
2574,-1.420179
2575,-1.446314
2576,-1.470295
2577,-1.492651
2578,-1.513277
2579,-1.53196
2580,-1.548595
2581,-1.563146
2582,-1.575684
2583,-1.58575
2584,-1.59458
2585,-1.600125
2586,-1.603444
2587,-1.605175
2588,-1.603727
2589,-1.600407
2590,-1.594014
2591,-1.585609
2592,-1.574766
2593,-1.561557
2594,-1.545911
2595,-1.527087
2596,-1.50632
2597,-1.483186
2598,-1.457651
2599,-1.429962
2600,-1.399694
2601,-1.367343
2602,-1.332801
2603,-1.295929
2604,-1.257009
2605,-1.216287
2606,-1.173587
2607,-1.12891
2608,-1.081972
2609,-1.033939
2610,-0.984035
2611,-0.933106
2612,-0.880058
2613,-0.82595
2614,-0.770713
2615,-0.713957
2616,-0.6566
2617,-0.597936
2618,-0.538249
2619,-0.478102
2620,-0.416931
2621,-0.355442
2622,-0.293282
2623,-0.230592
2624,-0.16762
2625,-0.10493
2626,-0.041464
2627,0.021579
2628,0.084799
2629,0.146924
2630,0.208907
2631,0.269584
2632,0.329624
2633,0.38857
2634,0.446139
2635,0.502507
2636,0.557886
2637,0.611993
2638,0.664935
2639,0.716358
2640,0.766545
2641,0.81539
2642,0.862823
2643,0.909443
2644,0.954226
2645,0.997844
2646,1.040402
2647,1.08176
2648,1.122129
2649,1.161332
2650,1.19884
2651,1.2355
2652,1.271312
2653,1.305289
2654,1.338064
2655,1.369956
2656,1.399694
2657,1.428266
2658,1.454614
2659,1.479478
2660,1.502717
2661,1.52359
2662,1.542485
2663,1.558979
2664,1.573424
2665,1.58575
2666,1.596275
2667,1.603974
2668,1.609872
2669,1.612627
2670,1.613863
2671,1.61185
2672,1.608036
2673,1.601537
2674,1.592849
2675,1.5813
2676,1.567561
2677,1.551032
2678,1.532243
2679,1.511052
2680,1.487919
2681,1.461677
2682,1.43367
2683,1.403155
2684,1.370627
2685,1.335768
2686,1.298719
2687,1.259905
2688,1.218971
2689,1.175883
2690,1.131205
2691,1.08455
2692,1.036164
2693,0.986436
2694,0.935154
2695,0.88193
2696,0.828211
2697,0.772585
2698,0.715758
2699,0.658542
2700,0.60002
2701,0.540262
2702,0.480256
2703,0.419191
2704,0.357632
2705,0.295542
2706,0.232888
2707,0.170445
2708,0.107226
2709,0.044183
2710,-0.018931
2711,-0.081762
2712,-0.143992
2713,-0.205446
2714,-0.265981
2715,-0.325457
2716,-0.383908
2717,-0.441124
2718,-0.497244
2719,-0.552341
2720,-0.605706
2721,-0.657659
2722,-0.708306
2723,-0.757716
2724,-0.805643
2725,-0.851945
2726,-0.897717
2727,-0.94137
2728,-0.983611
2729,-1.024898
2730,-1.065231
2731,-1.104046
2732,-1.141518
2733,-1.177613
2734,-1.212967
2735,-1.246696
2736,-1.279577
2737,-1.311222
2738,-1.341913
2739,-1.371616
2740,-1.399729
2741,-1.426642
2742,-1.451647
2743,-1.475734
2744,-1.49749
2745,-1.517515
2746,-1.535492
2747,-1.551633
2748,-1.565689
2749,-1.577415
2750,-1.587269
2751,-1.594721
2752,-1.600089
2753,-1.603303
2754,-1.60401
2755,-1.601996
2756,-1.597405
2757,-1.591048
2758,-1.581759
2759,-1.570387
2760,-1.556224
2761,-1.539554
2762,-1.520376
2763,-1.499397
2764,-1.475416
2765,-1.449281
2766,-1.420779
2767,-1.389946
2768,-1.356712
2769,-1.321111
2770,-1.283956
2771,-1.244789
2772,-1.202937
2773,-1.160025
2774,-1.114606
2775,-1.067951
2776,-1.019282
2777,-0.969024
2778,-0.917213
2779,-0.864129
2780,-0.80981
2781,-0.753831
2782,-0.697251
2783,-0.638835
2784,-0.579995
2785,-0.520448
2786,-0.459595
2787,-0.398671
2788,-0.336794
2789,-0.274316
2790,-0.211591
2791,-0.148937
2792,-0.085541
2793,-0.022074
2794,0.040863
2795,0.103412
2796,0.165713
2797,0.227237
2798,0.28809
2799,0.347389
2800,0.406053
2801,0.463127
2802,0.519813
2803,0.574309
2804,0.628098
2805,0.680616
2806,0.731722
2807,0.781591
2808,0.830083
2809,0.877409
2810,0.923252
2811,0.967364
2812,1.01123
2813,1.053399
2814,1.094298
2815,1.133819
2816,1.172457
2817,1.210106
2818,1.246378
2819,1.281696
2820,1.315566
2821,1.347918
2822,1.379386
2823,1.408665
2824,1.436601
2825,1.462419
2826,1.486789
2827,1.508968
2828,1.529206
2829,1.547606
2830,1.563676
2831,1.577238
2832,1.589141
2833,1.598818
2834,1.605846
2835,1.610437
2836,1.613122
2837,1.613334
2838,1.61072
2839,1.605493
2840,1.598888
2841,1.588646
2842,1.576638
2843,1.562087
2844,1.545205
2845,1.525815
2846,1.503388
2847,1.479584
2848,1.452954
2849,1.423993
2850,1.393019
2851,1.359184
2852,1.323583
2853,1.286217
2854,1.246731
2855,1.205197
2856,1.16112
2857,1.116124
2858,1.068798
2859,1.020377
2860,0.97026
2861,0.91806
2862,0.865401
2863,0.810234
2864,0.754537
2865,0.697852
2866,0.64
2867,0.580984
2868,0.521119
2869,0.461079
2870,0.39959
2871,0.337818
2872,0.275694
2873,0.212792
2874,0.149961
2875,0.086883
2876,0.02384
2877,-0.039344
2878,-0.101787
2879,-0.163982
2880,-0.224977
2881,-0.285194
2882,-0.344246
2883,-0.402239
2884,-0.459065
2885,-0.514797
2886,-0.569187
2887,-0.622129
2888,-0.673976
2889,-0.723598
2890,-0.772479
2891,-0.820158
2892,-0.866107
2893,-0.911138
2894,-0.954367
2895,-0.996537
2896,-1.037224
2897,-1.076603
2898,-1.1151
2899,-1.152043
2900,-1.187926
2901,-1.222679
2902,-1.256373
2903,-1.289007
2904,-1.320016
2905,-1.350284
2906,-1.37928
2907,-1.407181
2908,-1.43367
2909,-1.458675
2910,-1.48195
2911,-1.502682
2912,-1.521895
2913,-1.539413
2914,-1.555482
2915,-1.568762
2916,-1.579781
2917,-1.588929
2918,-1.595463
2919,-1.600548
2920,-1.602738
2921,-1.602456
2922,-1.599701
2923,-1.594721
2924,-1.587339
2925,-1.577662
2926,-1.565089
2927,-1.550326
2928,-1.533091
2929,-1.513065
2930,-1.490885
2931,-1.46641
2932,-1.43925
2933,-1.410219
2934,-1.378644
2935,-1.345233
2936,-1.309103
2937,-1.270889
2938,-1.231156
2939,-1.189268
2940,-1.145227
2941,-1.099702
2942,-1.052411
2943,-1.002965
2944,-0.952319
2945,-0.900048
2946,-0.846859
2947,-0.79201
2948,-0.735465
2949,-0.677932
2950,-0.61994
2951,-0.56064
2952,-0.501023
2953,-0.440382
2954,-0.37914
2955,-0.316663
2956,-0.254573
2957,-0.191778
2958,-0.128664
2959,-0.065197
2960,-0.00219
2961,0.060924
2962,0.12319
2963,0.18542
2964,0.246274
2965,0.306985
2966,0.365896
2967,0.424348
2968,0.481457
2969,0.536765
2970,0.591367
2971,0.644804
2972,0.696933
2973,0.747509
2974,0.796742
2975,0.844987
2976,0.891889
2977,0.937238
2978,0.981492
2979,1.024615
2980,1.066573
2981,1.106765
2982,1.146357
2983,1.184748
2984,1.221726
2985,1.257962
2986,1.292539
2987,1.326162
2988,1.358089
2989,1.388816
2990,1.417706
2991,1.445254
2992,1.470542
2993,1.493817
2994,1.515679
2995,1.535245
2996,1.552586
2997,1.568338
2998,1.581229
2999,1.592496
3000,1.601184
3001,1.607329
3002,1.611356
3003,1.613298
3004,1.612627
3005,1.609343
3006,1.603798
3007,1.595604
3008,1.584902
3009,1.572223
3010,1.556683
3011,1.538706
3012,1.518398
3013,1.495442
3014,1.47086
3015,1.44363
3016,1.413786
3017,1.381858
3018,1.347882
3019,1.311893
3020,1.273326
3021,1.233028
3022,1.191034
3023,1.146533
3024,1.100867
3025,1.053046
3026,1.003919
3027,0.95299
3028,0.90079
3029,0.847318
3030,0.792328
3031,0.736207
3032,0.678709
3033,0.620222
3034,0.560958
3035,0.500776
3036,0.440488
3037,0.378787
3038,0.317228
3039,0.254538
3040,0.192131
3041,0.128699
3042,0.065762
3043,0.00279
3044,-0.060359
3045,-0.122766
3046,-0.184502
3047,-0.245391
3048,-0.305325
3049,-0.364024
3050,-0.421522
3051,-0.478137
3052,-0.533128
3053,-0.586811
3054,-0.639223
3055,-0.690717
3056,-0.740163
3057,-0.788796
3058,-0.835628
3059,-0.881365
3060,-0.925477
3061,-0.968601
3062,-1.010417
3063,-1.050857
3064,-1.09006
3065,-1.127532
3066,-1.164404
3067,-1.200005
3068,-1.234334
3069,-1.267498
3070,-1.299602
3071,-1.330718
3072,-1.360561
3073,-1.389028
3074,-1.41647
3075,-1.442747
3076,-1.466975
3077,-1.489155
3078,-1.510063
3079,-1.528782
3080,-1.545381
3081,-1.559721
3082,-1.572894
3083,-1.583525
3084,-1.59186
3085,-1.597617
3086,-1.601784
3087,-1.602915
3088,-1.602102
3089,-1.598465
3090,-1.592743
3091,-1.584867
3092,-1.57406
3093,-1.560674
3094,-1.545381
3095,-1.527122
3096,-1.506284
3097,-1.483292
3098,-1.458146
3099,-1.430597
3100,-1.40033
3101,-1.36819
3102,-1.333932
3103,-1.296883
3104,-1.258139
3105,-1.217417
3106,-1.174929
3107,-1.130464
3108,-1.083879
3109,-1.036129
3110,-0.986295
3111,-0.935013
3112,-0.882177
3113,-0.828281
3114,-0.772797
3115,-0.716288
3116,-0.658436
3117,-0.600373
3118,-0.540756
3119,-0.480256
3120,-0.419368
3121,-0.35795
3122,-0.295684
3123,-0.233488
3124,-0.170445
3125,-0.107403
3126,-0.044324
3127,0.018895
3128,0.081867
3129,0.144204
3130,0.206011
3131,0.266864
3132,0.32747
3133,0.386027
3134,0.443596
3135,0.500105
3136,0.555625
3137,0.609733
3138,0.662887
3139,0.714451
3140,0.764462
3141,0.813271
3142,0.861127
3143,0.907182
3144,0.952213
3145,0.996113
3146,1.03899
3147,1.080383
3148,1.120151
3149,1.159425
3150,1.197038
3151,1.234193
3152,1.269653
3153,1.303876
3154,1.337075
3155,1.36872
3156,1.398705
3157,1.427313
3158,1.453837
3159,1.47863
3160,1.501622
3161,1.522107
3162,1.541143
3163,1.558061
3164,1.572612
3165,1.58522
3166,1.595463
3167,1.60355
3168,1.609095
3169,1.612168
3170,1.613157
3171,1.611638
3172,1.607789
3173,1.601219
3174,1.592037
3175,1.581159
3176,1.56742
3177,1.551174
3178,1.532243
3179,1.511193
3180,1.487883
3181,1.461995
3182,1.433847
3183,1.403544
3184,1.370804
3185,1.335874
3186,1.298896
3187,1.260152
3188,1.219536
3189,1.176271
3190,1.131347
3191,1.084868
3192,1.036941
3193,0.987107
3194,0.935543
3195,0.883131
3196,0.829129
3197,0.773503
3198,0.716782
3199,0.659355
3200,0.600479
3201,0.54118
3202,0.481069
3203,0.420039
3204,0.358691
3205,0.296355
3206,0.233912
3207,0.171152
3208,0.10825
3209,0.044995
3210,-0.018401
3211,-0.081196
3212,-0.143145
3213,-0.204951
3214,-0.265628
3215,-0.325139
3216,-0.383485
3217,-0.440594
3218,-0.497209
3219,-0.552058
3220,-0.605671
3221,-0.657695
3222,-0.708447
3223,-0.757786
3224,-0.805607
3225,-0.852545
3226,-0.898035
3227,-0.942288
3228,-0.984458
3229,-1.025887
3230,-1.065902
3231,-1.104893
3232,-1.142507
3233,-1.178779
3234,-1.21385
3235,-1.248108
3236,-1.28099
3237,-1.313164
3238,-1.343326
3239,-1.373099
3240,-1.401354
3241,-1.428125
3242,-1.453413
3243,-1.477076
3244,-1.499185
3245,-1.51914
3246,-1.536905
3247,-1.552975
3248,-1.567067
3249,-1.578969
3250,-1.588434
3251,-1.596169
3252,-1.601467
3253,-1.603727
3254,-1.604857
3255,-1.602667
3256,-1.598394
3257,-1.59186
3258,-1.582501
3259,-1.570563
3260,-1.556683
3261,-1.539695
3262,-1.520871
3263,-1.499503
3264,-1.475487
3265,-1.449139
3266,-1.420638
3267,-1.389699
3268,-1.3565
3269,-1.320934
3270,-1.283815
3271,-1.244294
3272,-1.20276
3273,-1.159495
3274,-1.114005
3275,-1.067421
3276,-1.01854
3277,-0.968353
3278,-0.916224
3279,-0.863317
3280,-0.808786
3281,-0.752948
3282,-0.696156
3283,-0.63834
3284,-0.579394
3285,-0.51953
3286,-0.458783
3287,-0.397365
3288,-0.335593
3289,-0.273398
3290,-0.210814
3291,-0.147806
3292,-0.084658
3293,-0.021579
3294,0.041358
3295,0.104118
3296,0.166631
3297,0.228014
3298,0.288585
3299,0.348131
3300,0.406618
3301,0.464081
3302,0.519671
3303,0.57498
3304,0.628628
3305,0.681181
3306,0.732075
3307,0.782015
3308,0.830436
3309,0.877621
3310,0.923641
3311,0.968035
3312,1.011547
3313,1.054
3314,1.094969
3315,1.134349
3316,1.173093
3317,1.210636
3318,1.246908
3319,1.28212
3320,1.315531
3321,1.348412
3322,1.379315
3323,1.409265
3324,1.437061
3325,1.462949
3326,1.487283
3327,1.509357
3328,1.5297
3329,1.547606
3330,1.564065
3331,1.578157
3332,1.589458
3333,1.599065
3334,1.605881
3335,1.611003
3336,1.613369
3337,1.613545
3338,1.611214
3339,1.60627
3340,1.599136
3341,1.589388
3342,1.576991
3343,1.562334
3344,1.545169
3345,1.526062
3346,1.503706
3347,1.479336
3348,1.452777
3349,1.424275
3350,1.392807
3351,1.359113
3352,1.323937
3353,1.286358
3354,1.246908
3355,1.205303
3356,1.161579
3357,1.116372
3358,1.069081
3359,1.020377
3360,0.97026
3361,0.918519
3362,0.865154
3363,0.81034
3364,0.755032
3365,0.697852
3366,0.639753
3367,0.58116
3368,0.521084
3369,0.460831
3370,0.399413
3371,0.337783
3372,0.275517
3373,0.212757
3374,0.14982
3375,0.086812
3376,0.023451
3377,-0.039592
3378,-0.102069
3379,-0.164618
3380,-0.22586
3381,-0.286077
3382,-0.345835
3383,-0.404146
3384,-0.461361
3385,-0.517058
3386,-0.571377
3387,-0.624743
3388,-0.676661
3389,-0.727201
3390,-0.776364
3391,-0.824255
3392,-0.871087
3393,-0.915835
3394,-0.959347
3395,-1.001906
3396,-1.04291
3397,-1.082784
3398,-1.12174
3399,-1.158683
3400,-1.194884
3401,-1.230202
3402,-1.263754
3403,-1.296989
3404,-1.328245
3405,-1.358725
3406,-1.387756
