amplitude,frequency,rms,THDN,THD,uARMS Noise,Fs,aperture
1.0,1000.0,0.7071067811865476,2.4277927867525343e-06,1.045561897714535e-08,0.67,200000.0,4.8e-06
1.0,1000.0,0.7071067811865476,2.4277927867525343e-06,1.045561897714535e-08,0.67,200000.0,4.8e-06
1.0,1000.0,0.7071067811865476,2.4277927867525343e-06,1.045561897714535e-08,0.67,200000.0,4.8e-06
1.0,1000.0,0.7071067811865476,2.4277927867525343e-06,1.045561897714535e-08,0.67,200000.0,4.8e-06
1.0,1000.0,0.7071067811865476,2.4277927867525343e-06,1.045561897714535e-08,0.67,200000.0,4.8e-06
1.0,1000.0,0.7071067811865476,2.4277927867525343e-06,1.045561897714535e-08,0.67,200000.0,4.8e-06
1.0,1000.0,0.7071067811865476,2.4277927867525343e-06,1.045561897714535e-08,0.67,200000.0,4.8e-06
1.0,1000.0,0.7071067811865476,2.4277927867525343e-06,1.045561897714535e-08,0.67,200000.0,4.8e-06
