,ydata,freqs,yf_old,yf_filter
832,1.12102,0.16636672665466906,(0.22987966371138288-0.18115360115018658j),(0.22987966371138288-0.18115360115018658j)
833,0.91309,0.16656668666266747,(-0.24138313745000933+0.0777867655823268j),(-0.24138313745000933+0.0777867655823268j)
834,0.70112,0.16676664667066585,(0.2155369826767648-0.02379829293823498j),(0.2155369826767648-0.02379829293823498j)
835,0.48228,0.16696660667866425,(-0.03858780227191793-0.14444487898710212j),(-0.03858780227191793-0.14444487898710212j)
836,0.2589,0.16716656668666266,(-0.2865000530244305+0.16571572686001362j),(-0.2865000530244305+0.16571572686001362j)
837,0.04144,0.16736652669466107,(0.21212673681358976+0.18933940511085293j),(0.21212673681358976+0.18933940511085293j)
838,-0.17609,0.16756648670265947,(0.1889989794618487-0.4127828813441524j),(0.1889989794618487-0.4127828813441524j)
839,-0.3942,0.16776644671065785,(-0.44234439288496546+0.1367323519644863j),(-0.44234439288496546+0.1367323519644863j)
840,-0.6152,0.16796640671865626,(0.5571169537662413+0.3832703253778274j),(0.5571169537662413+0.3832703253778274j)
841,-0.83382,0.16816636672665466,(-0.47480729377418607-0.6517855788805017j),(-0.47480729377418607-0.6517855788805017j)
842,-1.05575,0.16836632673465307,(0.1949722809015843+0.3700071153830244j),(0.1949722809015843+0.3700071153830244j)
843,-1.25661,0.16856628674265145,(0.0019303767202666251+0.1574416214025559j),(0.0019303767202666251+0.1574416214025559j)
844,-1.46771,0.16876624675064986,(0.1306803156981657-0.39319246060774565j),(0.1306803156981657-0.39319246060774565j)
845,-1.67023,0.16896620675864826,(-0.2503546972312369+0.14527006877190876j),(-0.2503546972312369+0.14527006877190876j)
846,-1.87036,0.16916616676664667,(0.08808507691668707+0.01558428355100118j),(0.08808507691668707+0.01558428355100118j)
847,-2.06465,0.16936612677464508,(0.2692063222278587+0.20494146306410074j),(0.2692063222278587+0.20494146306410074j)
848,-2.24976,0.16956608678264345,(-0.6910919454405829-0.14318132587826132j),(-0.6910919454405829-0.14318132587826132j)
849,-2.43055,0.16976604679064186,(0.8547611860257778-0.20850628923187786j),(0.8547611860257778-0.20850628923187786j)
850,-2.61169,0.16996600679864027,(-0.64935717822989+0.49567949300276515j),(-0.64935717822989+0.49567949300276515j)
851,-2.79118,0.17016596680663867,(0.1759886308758556-0.6836270628598942j),(0.1759886308758556-0.6836270628598942j)
852,-2.9633,0.17036592681463705,(0.3216952888908074+0.641285370163645j),(0.3216952888908074+0.641285370163645j)
853,-3.12394,0.17056588682263546,(-0.18979396386847497-0.48085704408106933j),(-0.18979396386847497-0.48085704408106933j)
854,-3.27014,0.17076584683063387,(-0.4443167206943769+0.22765504669407477j),(-0.4443167206943769+0.22765504669407477j)
855,-3.41165,0.17096580683863227,(0.5937438150323757+0.16040061289152374j),(0.5937438150323757+0.16040061289152374j)
856,-3.55005,0.17116576684663068,(-0.370432357716009-0.5497559594646018j),(-0.370432357716009-0.5497559594646018j)
857,-3.67936,0.17136572685462906,(0.4314623845052071+0.6333867257376922j),(0.4314623845052071+0.6333867257376922j)
858,-3.78996,0.17156568686262746,(-0.4355196107779978-0.42604289891841296j),(-0.4355196107779978-0.42604289891841296j)
859,-3.89776,0.17176564687062587,(0.15024003227154578+0.442768989406102j),(0.15024003227154578+0.442768989406102j)
860,-3.9927,0.17196560687862428,(0.012107280386673636-0.4171748730596079j),(0.012107280386673636-0.4171748730596079j)
861,-4.07392,0.17216556688662266,(-0.010720989293573208+0.2326347912623517j),(-0.010720989293573208+0.2326347912623517j)
862,-4.14438,0.17236552689462106,(-0.10007884883944508-0.2964717569726171j),(-0.10007884883944508-0.2964717569726171j)
863,-4.21384,0.17256548690261947,(0.25037095558211286+0.27507918300679396j),(0.25037095558211286+0.27507918300679396j)
864,-4.26597,0.17276544691061788,(-0.32352118773145344-0.041752995755547986j),(-0.32352118773145344-0.041752995755547986j)
865,-4.31239,0.17296540691861628,(0.40759439025145555-0.14496563341453642j),(0.40759439025145555-0.14496563341453642j)
866,-4.33889,0.17316536692661466,(-0.5437718169044269+0.2581783672617458j),(-0.5437718169044269+0.2581783672617458j)
867,-4.36329,0.17336532693461307,(0.6945482918428075-0.23757196197745153j),(0.6945482918428075-0.23757196197745153j)
868,-4.38199,0.17356528694261147,(-0.6025932599833612+0.18223932977552368j),(-0.6025932599833612+0.18223932977552368j)
869,-4.37939,0.17376524695060988,(0.21537234115293613-0.17466037405197832j),(0.21537234115293613-0.17466037405197832j)
870,-4.3656,0.17396520695860826,(0.17212133433939628+0.05126927172987829j),(0.17212133433939628+0.05126927172987829j)
871,-4.34697,0.17416516696660667,(-0.2962042045516286+0.003682074707504597j),(-0.2962042045516286+0.003682074707504597j)
872,-4.32011,0.17436512697460507,(0.10941731385890763+0.1431976249177794j),(0.10941731385890763+0.1431976249177794j)
873,-4.27817,0.17456508698260348,(0.21337082494406795-0.23249547924853003j),(0.21337082494406795-0.23249547924853003j)
874,-4.21868,0.17476504699060189,(-0.38700877329291794+0.13213144386051473j),(-0.38700877329291794+0.13213144386051473j)
875,-4.14409,0.17496500699860026,(0.16962807110434466-0.10900551924402237j),(0.16962807110434466-0.10900551924402237j)
876,-4.06562,0.17516496700659867,(0.278279360783948+0.10533375917476923j),(0.278279360783948+0.10533375917476923j)
877,-3.97472,0.17536492701459708,(-0.6469218903753775+0.13147173886216293j),(-0.6469218903753775+0.13147173886216293j)
878,-3.87631,0.17556488702259548,(0.674693292259422-0.09114348166177028j),(0.674693292259422-0.09114348166177028j)
879,-3.77682,0.17576484703059386,(-0.3391732476264603-0.17910818162559491j),(-0.3391732476264603-0.17910818162559491j)
880,-3.65596,0.17596480703859227,(-0.07591728555345521+0.11459964425532417j),(-0.07591728555345521+0.11459964425532417j)
881,-3.5307,0.17616476704659068,(0.21937555222788974+0.12706026781960583j),(0.21937555222788974+0.12706026781960583j)
882,-3.39547,0.17636472705458908,(-0.04703808316724545-0.3042123739709611j),(-0.04703808316724545-0.3042123739709611j)
883,-3.26075,0.1765646870625875,(-0.10754074943849731+0.37687183849465483j),(-0.10754074943849731+0.37687183849465483j)
884,-3.11202,0.17676464707058587,(0.1552101323223584-0.42626901368808984j),(0.1552101323223584-0.42626901368808984j)
885,-2.95239,0.17696460707858427,(-0.06119782164273578+0.5785573634433459j),(-0.06119782164273578+0.5785573634433459j)
886,-2.79168,0.17716456708658268,(0.12705659137758285-0.5442410220085738j),(0.12705659137758285-0.5442410220085738j)
887,-2.62418,0.1773645270945811,(-0.5211377532254193+0.14734207545430011j),(-0.5211377532254193+0.14734207545430011j)
888,-2.43733,0.17756448710257947,(0.5065218867809582+0.28218623039487123j),(0.5065218867809582+0.28218623039487123j)
889,-2.25215,0.17776444711057787,(0.02431668454008778-0.29054803268132645j),(0.02431668454008778-0.29054803268132645j)
890,-2.06609,0.17796440711857628,(-0.40875660163279587-0.1086842213676088j),(-0.40875660163279587-0.1086842213676088j)
891,-1.87043,0.17816436712657469,(0.42098412674476166+0.20727114734919008j),(0.42098412674476166+0.20727114734919008j)
892,-1.66438,0.1783643271345731,(-0.2693312213714654+0.10820344769940606j),(-0.2693312213714654+0.10820344769940606j)
893,-1.45811,0.17856428714257147,(0.08000833818569433-0.35548192633167397j),(0.08000833818569433-0.35548192633167397j)
894,-1.25856,0.17876424715056988,(0.05130208090823468+0.40932398206460396j),(0.05130208090823468+0.40932398206460396j)
895,-1.05041,0.17896420715856828,(-0.11716995286974494-0.3353878758866295j),(-0.11716995286974494-0.3353878758866295j)
896,-0.83078,0.1791641671665667,(0.027685335793633508+0.2686179404496477j),(0.027685335793633508+0.2686179404496477j)
897,-0.61924,0.17936412717456507,(0.39594128876103035-0.28395495640360885j),(0.39594128876103035-0.28395495640360885j)
898,-0.40149,0.17956408718256348,(-0.7193061386491327+0.3128427009552426j),(-0.7193061386491327+0.3128427009552426j)
899,-0.1823,0.17976404719056188,(0.6473620528504089-0.40505552888529506j),(0.6473620528504089-0.40505552888529506j)
900,0.03206,0.1799640071985603,(-0.3954030204504318+0.5120623014191521j),(-0.3954030204504318+0.5120623014191521j)
901,0.25277,0.1801639672065587,(0.020825281208341283-0.42126856071023394j),(0.020825281208341283-0.42126856071023394j)
902,0.46604,0.18036392721455707,(0.235469764945049+0.20224246256461884j),(0.235469764945049+0.20224246256461884j)
903,0.68314,0.18056388722255548,(-0.07821666114821735+0.03813983536766799j),(-0.07821666114821735+0.03813983536766799j)
904,0.89879,0.1807638472305539,(-0.26150338645722293-0.18426623147012844j),(-0.26150338645722293-0.18426623147012844j)
905,1.11517,0.1809638072385523,(0.359984965373209-0.026210423575206053j),(0.359984965373209-0.026210423575206053j)
906,1.32433,0.18116376724655067,(-0.06566030115940594+0.488017063322717j),(-0.06566030115940594+0.488017063322717j)
907,1.53204,0.18136372725454908,(-0.23275956914822873-0.7012521020704177j),(-0.23275956914822873-0.7012521020704177j)
908,1.73275,0.18156368726254749,(0.08302586675993302+0.3819322771699589j),(0.08302586675993302+0.3819322771699589j)
909,1.92595,0.1817636472705459,(0.45073035843008363+0.11092432473582582j),(0.45073035843008363+0.11092432473582582j)
910,2.12277,0.18196360727854427,(-0.6910057448974793-0.11969500543808441j),(-0.6910057448974793-0.11969500543808441j)
911,2.3086,0.18216356728654268,(0.4283119143855111-0.42260050713114494j),(0.4283119143855111-0.42260050713114494j)
912,2.49502,0.18236352729454108,(-0.4104765035359955+0.7647334034426194j),(-0.4104765035359955+0.7647334034426194j)
913,2.67681,0.1825634873025395,(0.5913949951915852-0.3716915948139483j),(0.5913949951915852-0.3716915948139483j)
914,2.84648,0.1827634473105379,(-0.4467753657224915-0.13893900154412292j),(-0.4467753657224915-0.13893900154412292j)
915,3.0056,0.18296340731853628,(0.011789501773104186+0.06500686237200302j),(0.011789501773104186+0.06500686237200302j)
916,3.15736,0.18316336732653468,(0.4962587676301996+0.09290904608497605j),(0.4962587676301996+0.09290904608497605j)
917,3.30999,0.1833633273345331,(-0.47371791996887097+0.02733017266502763j),(-0.47371791996887097+0.02733017266502763j)
918,3.45164,0.1835632873425315,(-0.1357662648052688+0.07899222199972628j),(-0.1357662648052688+0.07899222199972628j)
919,3.58117,0.18376324735052987,(0.3518172278609394-0.19906409492469482j),(0.3518172278609394-0.19906409492469482j)
920,3.70831,0.18396320735852828,(-0.028132315591550265-0.006764896106010845j),(-0.028132315591550265-0.006764896106010845j)
921,3.82188,0.1841631673665267,(-0.14204237214570803-0.028890855313242356j),(-0.14204237214570803-0.028890855313242356j)
922,3.91321,0.1843631273745251,(0.012053922578115765+0.21906720820888356j),(0.012053922578115765+0.21906720820888356j)
923,4.00006,0.1845630873825235,(0.11899468531441967-0.14168724810035876j),(0.11899468531441967-0.14168724810035876j)
924,4.08439,0.18476304739052188,(-0.09376824670429308+0.05346477666478598j),(-0.09376824670429308+0.05346477666478598j)
925,4.14749,0.18496300739852028,(0.014651352519899713+0.03720306572973837j),(0.014651352519899713+0.03720306572973837j)
926,4.2059,0.1851629674065187,(0.1282493658272334-0.20118974224507943j),(0.1282493658272334-0.20118974224507943j)
927,4.26106,0.1853629274145171,(-0.14440291216491208+0.19131937019558615j),(-0.14440291216491208+0.19131937019558615j)
928,4.30069,0.18556288742251548,(-0.027053424743671523+0.2204884181722152j),(-0.027053424743671523+0.2204884181722152j)
929,4.32943,0.18576284743051388,(-0.10919211544671809-0.7811738857685007j),(-0.10919211544671809-0.7811738857685007j)
930,4.34365,0.1859628074385123,(0.4734817895323984+0.9248442590756647j),(0.4734817895323984+0.9248442590756647j)
931,4.34444,0.1861627674465107,(-0.6223054314098475-0.5487751858930137j),(-0.6223054314098475-0.5487751858930137j)
932,4.3425,0.1863627274545091,(0.5913407367868441+0.04408070136526797j),(0.5913407367868441+0.04408070136526797j)
933,4.32553,0.18656268746250748,(-0.5292594450447554+0.02637992897426851j),(-0.5292594450447554+0.02637992897426851j)
934,4.29845,0.1867626474705059,(0.3148126438571553+0.18296540563352226j),(0.3148126438571553+0.18296540563352226j)
935,4.25737,0.1869626074785043,(0.10640060286953794+0.061350598727342755j),(0.10640060286953794+0.061350598727342755j)
936,4.20611,0.1871625674865027,(-0.14647588307379805-0.40943171209303864j),(-0.14647588307379805-0.40943171209303864j)
937,4.14345,0.18736252749450108,(-0.22810124961242376+0.24485070527307473j),(-0.22810124961242376+0.24485070527307473j)
938,4.07204,0.1875624875024995,(0.3502436836362459-0.048401161586519366j),(0.3502436836362459-0.048401161586519366j)
939,3.98678,0.1877624475104979,(-0.1424282930795294+0.0927263207599699j),(-0.1424282930795294+0.0927263207599699j)
940,3.89602,0.1879624075184963,(-0.12334712398484629-0.1045613748164251j),(-0.12334712398484629-0.1045613748164251j)
941,3.80267,0.1881623675264947,(0.11951291068947693-0.18686012957744472j),(0.11951291068947693-0.18686012957744472j)
942,3.69488,0.18836232753449308,(-0.05525131636807015+0.6827353038801336j),(-0.05525131636807015+0.6827353038801336j)
943,3.57734,0.1885622875424915,(0.008799675069918654-0.78052856031369j),(0.008799675069918654-0.78052856031369j)
944,3.43569,0.1887622475504899,(0.08660398971234065+0.4580544715357683j),(0.08660398971234065+0.4580544715357683j)
945,3.29375,0.1889622075584883,(0.15003302551051148-0.19331137571534754j),(0.15003302551051148-0.19331137571534754j)
946,3.14314,0.18916216756648668,(-0.3008496290161448+0.16657158912888617j),(-0.3008496290161448+0.16657158912888617j)
947,2.99326,0.1893621275744851,(0.02269048086554583-0.06682980719333335j),(0.02269048086554583-0.06682980719333335j)
948,2.8389,0.1895620875824835,(0.2251492614583713-0.05688992284638949j),(0.2251492614583713-0.05688992284638949j)
949,2.66598,0.1897620475904819,(-0.15406387631851892-0.1773634869780974j),(-0.15406387631851892-0.1773634869780974j)
950,2.49444,0.1899620075984803,(-0.15359587837549155+0.2274210892005718j),(-0.15359587837549155+0.2274210892005718j)
951,2.31727,0.1901619676064787,(0.2509663606421551+0.12855941764582468j),(0.2509663606421551+0.12855941764582468j)
952,2.13208,0.1903619276144771,(0.04429696619606975-0.09594755617706827j),(0.04429696619606975-0.09594755617706827j)
953,1.94465,0.1905618876224755,(-0.32929767754441924-0.35605408302781694j),(-0.32929767754441924-0.35605408302781694j)
954,1.73535,0.1907618476304739,(0.41386480867005226+0.49010067039928407j),(0.41386480867005226+0.49010067039928407j)
955,1.53031,0.1909618076384723,(-0.2947463196665753-0.3421491188553334j),(-0.2947463196665753-0.3421491188553334j)
956,1.32483,0.1911617676464707,(-0.026809568418628624+0.2746619949865596j),(-0.026809568418628624+0.2746619949865596j)
957,1.12138,0.1913617276544691,(0.10997460379596928-0.2077415118568095j),(0.10997460379596928-0.2077415118568095j)
958,0.90962,0.1915616876624675,(-0.01768159225112389+0.023999641499317735j),(-0.01768159225112389+0.023999641499317735j)
959,0.69498,0.1917616476704659,(0.35712908687536854+0.27916191338718666j),(0.35712908687536854+0.27916191338718666j)
960,0.47232,0.1919616076784643,(-0.5628708518565704-0.5531433265085797j),(-0.5628708518565704-0.5531433265085797j)
961,0.25558,0.1921615676864627,(0.08092086526142121+0.5215180106287524j),(0.08092086526142121+0.5215180106287524j)
962,0.04527,0.1923615276944611,(0.5360806967798226-0.21986574027722566j),(0.5360806967798226-0.21986574027722566j)
963,-0.17501,0.1925614877024595,(-0.8779584941119147+0.13122841492645793j),(-0.8779584941119147+0.13122841492645793j)
964,-0.38814,0.1927614477104579,(0.7475205073827706-0.17685852143338504j),(0.7475205073827706-0.17685852143338504j)
965,-0.60444,0.1929614077184563,(-0.2586943868308238+0.03100636998283307j),(-0.2586943868308238+0.03100636998283307j)
966,-0.82226,0.1931613677264547,(-0.11861367074954765+0.04492760219553686j),(-0.11861367074954765+0.04492760219553686j)
967,-1.0351,0.1933613277344531,(0.12632545584852442+0.09362711524664266j),(0.12632545584852442+0.09362711524664266j)
968,-1.25018,0.19356128774245152,(-0.08611065994965887-0.2849719342799278j),(-0.08611065994965887-0.2849719342799278j)
969,-1.45486,0.1937612477504499,(0.2354118240450701+0.3919819388265775j),(0.2354118240450701+0.3919819388265775j)
970,-1.66691,0.1939612077584483,(-0.05795567909402818-0.3399708132227478j),(-0.05795567909402818-0.3399708132227478j)
971,-1.87051,0.1941611677664467,(-0.3125996234586393+0.26106333069473664j),(-0.3125996234586393+0.26106333069473664j)
972,-2.06486,0.1943611277744451,(0.41600691284336233-0.5118815258711927j),(0.41600691284336233-0.5118815258711927j)
973,-2.25727,0.1945610877824435,(-0.2794524557729219+0.7294313213982382j),(-0.2794524557729219+0.7294313213982382j)
974,-2.4369,0.1947610477904419,(-0.016576506337891206-0.4894350694730467j),(-0.016576506337891206-0.4894350694730467j)
975,-2.61314,0.1949610077984403,(0.19110917265356872+0.3687009056043472j),(0.19110917265356872+0.3687009056043472j)
976,-2.78757,0.1951609678064387,(-0.21883928105141076-0.54309154857627j),(-0.21883928105141076-0.54309154857627j)
977,-2.95239,0.19536092781443712,(0.1703908785816138+0.5504352656308369j),(0.1703908785816138+0.5504352656308369j)
978,-3.12199,0.1955608878224355,(0.21221095132927217-0.262203242161628j),(0.21221095132927217-0.262203242161628j)
979,-3.27519,0.1957608478304339,(-0.6571699044747337-0.07106316919264172j),(-0.6571699044747337-0.07106316919264172j)
980,-3.4136,0.1959608078384323,(0.5094087541186987-0.01707212903416868j),(0.5094087541186987-0.01707212903416868j)
981,-3.5463,0.19616076784643072,(-0.2058963698705142+0.22057181745182708j),(-0.2058963698705142+0.22057181745182708j)
982,-3.66983,0.1963607278544291,(0.3663624213185922-0.007950373921509019j),(0.3663624213185922-0.007950373921509019j)
983,-3.78,0.1965606878624275,(-0.7342710267048282-0.17799342029571547j),(-0.7342710267048282-0.17799342029571547j)
984,-3.88916,0.1967606478704259,(0.8316437139787785+0.11920066561805658j),(0.8316437139787785+0.11920066561805658j)
985,-3.98533,0.19696060787842432,(-0.4951673041281297+0.08720173259846459j),(-0.4951673041281297+0.08720173259846459j)
986,-4.07255,0.1971605678864227,(0.07857716131889886-0.3792210772511984j),(0.07857716131889886-0.3792210772511984j)
987,-4.14547,0.1973605278944211,(0.1239916452995204+0.45315056972833545j),(0.1239916452995204+0.45315056972833545j)
988,-4.21023,0.1975604879024195,(-0.03596883366496358-0.12650341341168692j),(-0.03596883366496358-0.12650341341168692j)
989,-4.26337,0.1977604479104179,(-0.33358292567360803-0.209347262727073j),(-0.33358292567360803-0.209347262727073j)
990,-4.3139,0.19796040791841632,(0.5922990389667564+0.4355018425591529j),(0.5922990389667564+0.4355018425591529j)
991,-4.34813,0.1981603679264147,(-0.5914104630399102-0.7766584362944255j),(-0.5914104630399102-0.7766584362944255j)
992,-4.3721,0.1983603279344131,(0.6734366787551422+0.9379732187806403j),(0.6734366787551422+0.9379732187806403j)
993,-4.38119,0.1985602879424115,(-0.7870340801689284-0.6919307790277938j),(-0.7870340801689284-0.6919307790277938j)
994,-4.37368,0.19876024795040992,(0.8200616044565705+0.27172567709246986j),(0.8200616044565705+0.27172567709246986j)
995,-4.37022,0.1989602079584083,(-0.6538762499927661-0.1807897506880133j),(-0.6538762499927661-0.1807897506880133j)
996,-4.35564,0.1991601679664067,(0.17891902878802618+0.3200959096500478j),(0.17891902878802618+0.3200959096500478j)
997,-4.31853,0.1993601279744051,(0.32157876890148385-0.34702064198988813j),(0.32157876890148385-0.34702064198988813j)
998,-4.276,0.19956008798240352,(-0.5111478576367393+0.2604053225746067j),(-0.5111478576367393+0.2604053225746067j)
999,-4.21225,0.19976004799040192,(0.39228455286904984-0.1326185177221864j),(0.39228455286904984-0.1326185177221864j)
1000,-4.1394,0.1999600079984003,(-0.4109690342183038+0.18072938595964777j),(-0.4109690342183038+0.18072938595964777j)
1001,-4.06352,0.2001599680063987,(0.5520903222067699-0.17986794772667467j),(0.5520903222067699-0.17986794772667467j)
1002,-3.97941,0.20035992801439712,(-0.44347022094041433-0.19206217320519495j),(-0.44347022094041433-0.19206217320519495j)
1003,-3.88144,0.20055988802239552,(0.1583297160170769+0.4107639749531594j),(0.1583297160170769+0.4107639749531594j)
1004,-3.77625,0.2007598480303939,(0.1936613271197537-0.3045074703748214j),(0.1936613271197537-0.3045074703748214j)
1005,-3.66008,0.2009598080383923,(-0.4694091471928228+0.4641015177963516j),(-0.4694091471928228+0.4641015177963516j)
1006,-3.53164,0.2011597680463907,(0.2483399805671032-0.49573808020397836j),(0.2483399805671032-0.49573808020397836j)
1007,-3.39706,0.20135972805438912,(0.16470624968087028+0.11143777463263188j),(0.16470624968087028+0.11143777463263188j)
1008,-3.26097,0.20155968806238753,(-0.2894076996278153+0.18586245075477528j),(-0.2894076996278153+0.18586245075477528j)
1009,-3.11188,0.2017596480703859,(0.3486577021779761-0.3234325678848732j),(0.3486577021779761-0.3234325678848732j)
1010,-2.95694,0.2019596080783843,(-0.44772597486750987+0.30623047610154847j),(-0.44772597486750987+0.30623047610154847j)
1011,-2.79385,0.20215956808638272,(0.409702564033703-0.24394730089267816j),(0.409702564033703-0.24394730089267816j)
1012,-2.61509,0.20235952809438112,(-0.14545461858768047+0.17876307755938206j),(-0.14545461858768047+0.17876307755938206j)
1013,-2.43892,0.2025594881023795,(-0.06496197024329445-0.04998682218949997j),(-0.06496197024329445-0.04998682218949997j)
1014,-2.25756,0.2027594481103779,(-0.039451714759555744-0.07217137285408379j),(-0.039451714759555744-0.07217137285408379j)
1015,-2.06414,0.20295940811837632,(0.17975744139638586+0.21506981871391823j),(0.17975744139638586+0.21506981871391823j)
1016,-1.86971,0.20315936812637472,(0.00031489453079577845-0.27794243479250647j),(0.00031489453079577845-0.27794243479250647j)
1017,-1.67463,0.20335932813437313,(-0.20498220968134143+0.1842648629613592j),(-0.20498220968134143+0.1842648629613592j)
1018,-1.47075,0.2035592881423715,(0.1999052082218697+0.03638157843700068j),(0.1999052082218697+0.03638157843700068j)
1019,-1.26397,0.20375924815036991,(-0.15583335332094347-0.08159136988429011j),(-0.15583335332094347-0.08159136988429011j)
1020,-1.05554,0.20395920815836832,(0.022369560490528576-0.28653648692843514j),(0.022369560490528576-0.28653648692843514j)
1021,-0.84197,0.20415916816636673,(0.02609785659903291+0.4928995970621435j),(0.02609785659903291+0.4928995970621435j)
1022,-0.61939,0.2043591281743651,(0.06651507904902604-0.22911815044605027j),(0.06651507904902604-0.22911815044605027j)
1023,-0.40684,0.2045590881823635,(0.0780410796770988-0.06646820657267913j),(0.0780410796770988-0.06646820657267913j)
1024,-0.1766,0.20475904819036192,(-0.20387990388876528-0.06147887619816229j),(-0.20387990388876528-0.06147887619816229j)
1025,0.04252,0.20495900819836033,(0.1690411015353874+0.43627843028023294j),(0.1690411015353874+0.43627843028023294j)
1026,0.2623,0.20515896820635873,(-0.23918664046297905-0.3603018413501259j),(-0.23918664046297905-0.3603018413501259j)
1027,0.48647,0.2053589282143571,(0.31625225687633235-0.02266974397191402j),(0.31625225687633235-0.02266974397191402j)
1028,0.69953,0.20555888822235552,(-0.4787824915528311+0.13745686198897175j),(-0.4787824915528311+0.13745686198897175j)
1029,0.9115,0.20575884823035392,(0.6756537060571561-0.12265237857626861j),(0.6756537060571561-0.12265237857626861j)
1030,1.11279,0.20595880823835233,(-0.6581486273857993+0.386037936868381j),(-0.6581486273857993+0.386037936868381j)
1031,1.3226,0.2061587682463507,(0.2699366029712851-0.6241007869485584j),(0.2699366029712851-0.6241007869485584j)
1032,1.53132,0.20635872825434912,(0.4027060900518839+0.2168090701868569j),(0.4027060900518839+0.2168090701868569j)
1033,1.73203,0.20655868826234752,(-0.7879156691127538+0.3879483356153688j),(-0.7879156691127538+0.3879483356153688j)
1034,1.9279,0.20675864827034593,(0.5044829328856807-0.38298585710655203j),(0.5044829328856807-0.38298585710655203j)
1035,2.12558,0.20695860827834434,(-0.024488477356369193-0.046456943048459674j),(-0.024488477356369193-0.046456943048459674j)
1036,2.31647,0.20715856828634271,(-0.06658373090442321+0.17823951843028624j),(-0.06658373090442321+0.17823951843028624j)
1037,2.50231,0.20735852829434112,(-0.011064080820385298+0.007586363816903228j),(-0.011064080820385298+0.007586363816903228j)
1038,2.67385,0.20755848830233953,(-0.07331049243106619-0.243036086476904j),(-0.07331049243106619-0.243036086476904j)
1039,2.8472,0.20775844831033793,(0.17036290280154193+0.4433881974644156j),(0.17036290280154193+0.4433881974644156j)
1040,3.01001,0.2079584083183363,(-0.15922505131804843-0.3777524016215453j),(-0.15922505131804843-0.3777524016215453j)
1041,3.16213,0.20815836832633472,(0.11238249922474011+0.23077892445010179j),(0.11238249922474011+0.23077892445010179j)
1042,3.30847,0.20835832833433313,(-0.050908947286293374-0.35444004868354756j),(-0.050908947286293374-0.35444004868354756j)
1043,3.4489,0.20855828834233153,(0.03569072335470888+0.6558696661476509j),(0.03569072335470888+0.6558696661476509j)
1044,3.579,0.20875824835032994,(0.15264387645904726-0.609362383258528j),(0.15264387645904726-0.609362383258528j)
1045,3.68528,0.20895820835832832,(-0.6504644144333263+0.016890909104446822j),(-0.6504644144333263+0.016890909104446822j)
1046,3.79458,0.20915816836632672,(0.8909901930944744+0.6379697779332094j),(0.8909901930944744+0.6379697779332094j)
1047,3.9096,0.20935812837432513,(-0.5800086951020778-0.7208573184392536j),(-0.5800086951020778-0.7208573184392536j)
1048,4.00129,0.20955808838232354,(-0.04408089513854625+0.20333882596092184j),(-0.04408089513854625+0.20333882596092184j)
1049,4.07861,0.20975804839032192,(0.421225695474241+0.29527291427125624j),(0.421225695474241+0.29527291427125624j)
1050,4.1511,0.20995800839832032,(-0.010172039622055117-0.5544371666607226j),(-0.010172039622055117-0.5544371666607226j)
1051,4.21391,0.21015796840631873,(-0.5578206372344353+0.5838082000795233j),(-0.5578206372344353+0.5838082000795233j)
1052,4.26726,0.21035792841431714,(0.41098293901817284-0.398525289126158j),(0.41098293901817284-0.398525289126158j)
1053,4.30589,0.21055788842231554,(0.13035573548381174+0.3056392787091371j),(0.13035573548381174+0.3056392787091371j)
1054,4.32502,0.21075784843031392,(-0.5499021613417996-0.38201667643095943j),(-0.5499021613417996-0.38201667643095943j)
1055,4.34213,0.21095780843831233,(0.6797023642796582+0.4353443802813906j),(0.6797023642796582+0.4353443802813906j)
1056,4.35715,0.21115776844631073,(-0.4472373477100696-0.36382135507569746j),(-0.4472373477100696-0.36382135507569746j)
1057,4.3539,0.21135772845430914,(0.14963772466327527+0.270962673456975j),(0.14963772466327527+0.270962673456975j)
1058,4.33195,0.21155768846230752,(-0.004391483575677084-0.1837789880844722j),(-0.004391483575677084-0.1837789880844722j)
1059,4.30308,0.21175764847030593,(-0.042716606659503636+0.14502474519056568j),(-0.042716606659503636+0.14502474519056568j)
1060,4.2581,0.21195760847830433,(0.30147846901252395-0.22881646479780537j),(0.30147846901252395-0.22881646479780537j)
1061,4.20705,0.21215756848630274,(-0.6755209972087941+0.09051035198551052j),(-0.6755209972087941+0.09051035198551052j)
1062,4.14171,0.21235752849430115,(0.5729510617967091+0.2168915345541091j),(0.5729510617967091+0.2168915345541091j)
1063,4.06951,0.21255748850229952,(-0.15432506086190775-0.23569069331594453j),(-0.15432506086190775-0.23569069331594453j)
1064,3.98649,0.21275744851029793,(-0.15555787356733414+0.028321908707733642j),(-0.15555787356733414+0.028321908707733642j)
1065,3.89292,0.21295740851829634,(0.16569924651192142+0.2278705356527278j),(0.16569924651192142+0.2278705356527278j)
1066,3.78686,0.21315736852629474,(0.2741939945543742-0.3811330203481056j),(0.2741939945543742-0.3811330203481056j)
1067,3.67683,0.21335732853429312,(-0.6637845525672823+0.24574285152462239j),(-0.6637845525672823+0.24574285152462239j)
1068,3.56319,0.21355728854229153,(0.42295394087441074-0.058056843029257j),(0.42295394087441074-0.058056843029257j)
1069,3.43648,0.21375724855028994,(-0.1356896957359824+0.06792784515579717j),(-0.1356896957359824+0.06792784515579717j)
