amplitude,frequency,rms,THDN,THD,uARMS Noise,Fs,aperture
1.0,1000.0,0.7071061984825274,0.001015525481606165,0.0010061853866149774,275941.27,200000.0,4.8e-06
1.0,1000.0,0.7071061984825274,0.001015525481606165,0.0010061853866149774,275941.27,200000.0,4.8e-06
1.0,1000.0,0.7071061984825274,0.001015525481606165,0.0010061853866149774,275941.27,200000.0,4.8e-06
1.0,1000.0,0.7071061984825274,0.001015525481606165,0.0010061853866149774,275941.27,200000.0,4.8e-06
1.0,1000.0,0.7071061984825274,0.001015525481606165,0.0010061853866149774,275941.27,200000.0,4.8e-06
1.0,1000.0,0.7071061984825274,0.001015525481606165,0.0010061853866149774,275941.27,200000.0,4.8e-06
1.0,1000.0,0.7071061984825274,0.001015525481606165,0.0010061853866149774,275941.27,200000.0,4.8e-06
1.0,1000.0,0.7071061984825274,0.001015525481606165,0.0010061853866149774,275941.27,200000.0,4.8e-06
